replyID,relpy_text,hatespeech_or_not
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9YlMpD1p8ig,@ShredderTainment cnn is the worst out of them all.  Have been for many many many years now ask anyone who knows,1
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9YlMvWPUWPZ,@ShredderTainment and where did I say anything about FOX and OAN?  Are you high. Or slow or something?   OAN is respectable. They’re correct with their reporting 99% Of the time.  Not so much is fox snd cnn nor msnbc.  I betcha they’re down around 30% 100% political agendas. Both Are pure garbage.  Fox News really went down hill starting election night 2020.  Liberal whining garbage.,1
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9YlnJKLBVz5,@FREEDOM 1st usually high 😆,0
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9YluhELeGnD,@ShredderTainment  LOL,0
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9Yw92djsq_b,Right?,0
Ugw50GmS8BAXEKJKDWV4AaABAg.9YjXXyZk76L9ZHI-qKVp1F,"@FREEDOM 1st The U.S. government ran a ‘comprehensive’ media relations program that paid millions of dollars to media outlets to influence the American public to be ‘pro-vaccine.’ This program included purchasing advertising from some of the biggest TV and digital media outlets, which subsequently failed in almost every instance to report the conflict of interest, accompanied by near-uniformly positive and uncritical Covid vaccine reportage.",0
Ugzp2-pdSHo0O1445454AaABAg.9YjWT8FLJxV9Yjgq6IsSyC,okay have fun getting your medical opinions from pillow salesmen and MMA fight announcers,1
Ugzp2-pdSHo0O1445454AaABAg.9YjWT8FLJxV9Yjhx0zF5d_,@porscheoscar better them than pedophiles and warmongering babies and that being said no one takes medical advice from Joe; we just like him and he doesn&#39;t lie to us. CNN viewers are the bottom of the barrel of society. Ignorant and neurotic.,1
UgwSnfa6q-u-CTgboAR4AaABAg.9ZuxYOxCyX49ZvB5XVD67T,Why US still seat in the UN?After all what she have done in Syria Lybia Egypt Irac Iran Afghanistan?,0
UgwSnfa6q-u-CTgboAR4AaABAg.9ZuxYOxCyX49Zy10AukGtj,You think USA is suppose to have a seat after All the wars,1
UgxU4g-vvXZ77Ry3YcJ4AaABAg.9ZuT8msKcPC9ZuW_Kmg5q3,"The attackers (not always Russians) already know the method of counter attack, but they know that so many people still fall for the same old tricks that they don&#39;t bother to up their game unless its a really important target.",1
Ugx5RVDgP03TheD71rZ4AaABAg.9Zu2pvP56E09ZuM_okLtNS,"If I got my dog 3 rabies shots, I&#39;d be pretty pissed if it still got rabies. 😆",1
Ugza7ra_wN3zsVznm8B4AaABAg.9Zu040ZNFyx9ZuP_d2IVNX,I mean that was the Obama’s main goal for America.,1
UgzZHo5eDl5tjanGvCl4AaABAg.9Zty2jeWnGL9Zup67QwdsC,why would they attack a humble comedy network like cnn,1
UgzZHo5eDl5tjanGvCl4AaABAg.9Zty2jeWnGL9ZuynD6XCR2,@Youtube Guzzles Whale Spunk Everything you said is true. Look up MetaHero trailer and Everdome trailer.,0
UgwO-meZKrfnlvY-va94AaABAg.9Ztx0OQ1Szd9ZutEnSDGpC,"Russia has also practically abandoned the dollar. And in case of further restrictions, he is going to charge for gas in rubles. Europe will buy rubles to pay for gas - how charming it is.",0
UgwO-meZKrfnlvY-va94AaABAg.9Ztx0OQ1Szd9Zv2zR1uMtT,"@greetings from Sunny Siberia yes, they might have miscalculated this time, Russia is not Iraq or Libya or Syria or Iran, and with China knowing they will be the next target, this Ukraine move may actually hasten the fall of the USD hegemony.",0
Ugz6rQfD750Q-7K3kKd4AaABAg.9ZtwTlqOPU_9Zu6w0O-32f,Not near as bad as Fox (AKA Putin&#39;s News Network).,1
Ugz6rQfD750Q-7K3kKd4AaABAg.9ZtwTlqOPU_9Zu9gZ2mFi1,"@PHKitTry again troll. The term is &#39;bot&#39;, not robot.  You need to work on your English. Even if Russian is your native tongue.",1
Ugz6rQfD750Q-7K3kKd4AaABAg.9ZtwTlqOPU_9ZuAdXN6BTF,@Dan M we know yer all robots <br>But we don’t care <br><br>Supreme <br><br>Nice more opinion and speculation you really are warped,1
Ugz6rQfD750Q-7K3kKd4AaABAg.9ZtwTlqOPU_9Zza1G-Zhhz,@Dan M my English is just fine <br>Mi no hablo americano,1
UgzaJiNT1zCCmiHBN-x4AaABAg.9ZtwMbma0Aa9Ztyh_ud0C5,Get an education,1
UgwsWlkajZo21iF0ujl4AaABAg.9ZtsDYD_EvL9ZtwonlApeG,Russian rubels is no go in America.,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9ZtxlJYLEx6,Peace is bullshit….<br><br>                       <del>A passing monk</del>,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9Zu1l8wL-xe,Bullshit is a thing you step in,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9Zu6cx5Gnbc,where is ashley bidens diary? where is hunters laptop?,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9Zu8rbZRpCQ,King was a damn fine man. Great quote,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9Zu9erzg6S1,Things that make you go. Hmmm,0
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9ZuAXZyLHm5,@silverpairaducks Need to investigate Elon Musk&#39;s patriotism with the United States of America,1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9ZuI7YFFtET,"tell this CNN, as they are only one who&#39;s talking of war non-stop",1
UgzvjRFTAbjZoXjMvHl4AaABAg.9ZtsBdXjm9-9ZuqrEcVeZF,Peace in fundamentale human.,0
UgyFbs8JP5FxTic9ldF4AaABAg.9ZtqGEJUNXg9Zv2cLGpUgf,"@Youtube Guzzles Whale Spunk wow, that&#39;s quite a slippery slope ahead. <br>Thankfully &quot;we&quot; are coming to the rescue ! !",0
UgzClWwsFXVuw5pq3Dd4AaABAg.9Ztn-2lgQxX9ZtnDImeGvo,He’s tough on Russia.,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9ZtrpV1WgxE,This guy is stuck in a time loop.,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9ZtsqW0FqgP,@BARTETMEDIA I think he is russian. I hope english is his second language.,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9ZtyPta_MMM,Gee money is a Russian bot /troll.  It just posts the same stuff on every video.,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9ZtzH7aAsxX,Seriously! That&#39;s the best you got? 😄,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9Zu-A7XE2k9,I was a life long democrat until recently and cannot support them anymore so I must be a racist russian bot/ troll,1
UgyZQWnCCMxRNld5t454AaABAg.9ZtmfjWScZA9Zu-WCK9rgM,@gee money   bot error:   Copied amd pasted the same comment twice.,1
Ugw9zRc4FbiPW4clEoR4AaABAg.9ZtmSPfZyoo9ZuCEeAGRpc,@Dodgum Goofumba that’s the Vice President of the United States,0
Ugw9zRc4FbiPW4clEoR4AaABAg.9ZtmSPfZyoo9Zv3yVEcze-,What an embarrassment to the United States of America. Even the White House is distancing from her. That&#39;s pretty bad.,1
UgxlDRrMz-jrKRCYNsN4AaABAg.9ZtlkoS1Zdy9Ztp_LMX2gG,What? Whet?,0
UgxlDRrMz-jrKRCYNsN4AaABAg.9ZtlkoS1Zdy9ZvB3ng7DZ9,"@T LaTx I wouldn&#39;t say that about your mother, it&#39;s not her fault 1st grade English was too difficult for you to finish...",1
UgwHnSFse-NO6002sjZ4AaABAg.9ZtlS4HmuUS9ZtlpwnBGLj,"You liked your own comment, and said &quot;baa baaa Brandon&quot; like a good little sheep...",1
UgwHnSFse-NO6002sjZ4AaABAg.9ZtlS4HmuUS9Ztp867vTpO,@Jason Larsen do you remember when you lost your mind?,1
UgwHnSFse-NO6002sjZ4AaABAg.9ZtlS4HmuUS9Zy5bHlQ9s2,@what? oh! why are all these trolls deleting their comments when they get owned by facts?,1
UgzTrUkBjzID1vNeJvd4AaABAg.9ZtjvdKZT4y9ZuKVAH4T6T,@Алина Семенова I&#39;m sorry.  I didn&#39;t hear you.  Your signal is breaking up.,1
Ugy4h-yhs0RwW5fyWBZ4AaABAg.9ZtjADi0q249ZtmoFWHjGL,in Canada here...my anti-virus has been working overtime for days,0
Ugy4h-yhs0RwW5fyWBZ4AaABAg.9ZtjADi0q249ZtqaFxB0vc,"Here also, doing the same. going on for about 1 year.",0
Ugy4h-yhs0RwW5fyWBZ4AaABAg.9ZtjADi0q249ZwS8eUxRUv,"This is an almost global issue that started during covid crisis, mainly phishing,  remain careful clicking on links, especially on phones!",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtkwquEh0x,"I agree with you and I believe that the secret to financial stability is  having the right investment ideas to enable you earn more money, I don’t know who agrees with me but either way I recommend either real estate or crypto and stocks.",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtlUS08PLm,"Yeah!! It would be more beneficial and yield more profit if you actually trade on cryptocurrency I&#39;ve been trading since the dip, I&#39;ve made so much profit trading",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtlswrN82J,Crypto is bringing a different revolution in the world economy. People who are optimistic investors earn consistently.... Others will just sit and watch!.,0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtmDBCT3wz,I&#39;ve always wanted to trade crypto but got confused with the fluctuations in price,0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9Zto4SbNUz_,"@wayne Reid <br>I also trade with Mr . Carl Icahn , and i must say he makes money making seem a whole lot easier right now I&#39;m a single parent and i pay the bills comfortably since i met  Carl Icahn , he&#39;s absolutely amazing and I&#39;d recommend him for any novice in crypto.",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9Ztoh3dbpBb,"I think trading is easier with proper guidance, especially from a proffessional it really helps reduce the chances of running into losses. All thanks to Mr Carl Icahn  He changed my life, I was able to pay off my mortgage",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9Ztp6waUhE0,"@Kyle Kelly <br><br>I am so glad for having Mr . Carl Icahn , his strategy has been good I&#39;m happy for other&#39;s who trade with him and get their profits in time, thanks a lot for your service. I have been with Mr Carl Icahn ,  for the past 2 years I have never made any loss from him.",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtpfaehC5s,@wayne Reid <br><br>Please how do I start trading with Mr Carl Icahn 🙏?,0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtqNEPbH4e,"@wayne Reid <br>I&#39;m happy to see Mr. Carl Icahn mentioned here, my spouse recommended him to Me after investing $4000 and he has really helped us financially in times of COVID -19 lockdown here in Australia.",0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9Ztv4I05Mux,@wayne Reid <br><br>Thanks so much. I will message him immediately.,0
UgzjmLOUrGbMdG88cEZ4AaABAg.9Ztj0oaJUZs9ZtvOkktwDJ,Take it from one who has it and buy a house in Missouri and dream Wrangler with forex trade profits. I started with Mr Carl Icahn of financial education and he has been my handler and guider for the past years,0
UgyFUZzHSZ1W20sAEe54AaABAg.9Ztite6CnGq9ZtyFnTuBvy,Must not be sensitive,0
UgyFUZzHSZ1W20sAEe54AaABAg.9Ztite6CnGq9ZtyYmcWBrb,??? &quot; Companies should pay more for cyber&quot;  .  Not sensitive info.,0
Ugwt6e7Br0Dg6tnAHvd4AaABAg.9ZtgZSASIrQ9Ztj2SpyZR_,"I say old man thats not cricket to hack back ,you   arnt a gentleman ha ha",0
Ugwt6e7Br0Dg6tnAHvd4AaABAg.9ZtgZSASIrQ9Zvp4C7_gWD,Lmfao you don&#39;t have it all huh?,0
UgyZVcsad7CjyY98z2p4AaABAg.9ZtgYMYnpos9Zthsx7P_K9,"Yup, Klaus Klaus. Was surprised someone sees what&#39;s going on and doesn&#39;t see it as left vs right, country vs country issue.",0
UgyFfMENsvMzeF9Vtd94AaABAg.9ZtfuKlZTxm9Ztk1lgoOfL,@American Infidel source: trust me bro. I agree with Trump part tho,0
UgyFfMENsvMzeF9Vtd94AaABAg.9ZtfuKlZTxm9ZuobIGX9R7,"@Youtube Guzzles Whale Spunk lmao. is your foil hat good enough? check it, I think it has some holes",1
Ugz7Lb9nBt6_RAfVFnZ4AaABAg.9ZtfqD0JXar9ZtgcPvzJ_r,Those were good days! MAGA 🇺🇸,1
Ugz7Lb9nBt6_RAfVFnZ4AaABAg.9ZtfqD0JXar9ZtxaZOOfmI,"Buy an electric car, but beware the cord may run out",0
UgxsVe7t88YduQG0MH14AaABAg.9ZtevD-mfSr9ZuHmf1bg3C,Who is to say that the U.S isn&#39;t already using Anonymous?,0
UgxlBNqTk0W0IWFwvqV4AaABAg.9ZtdZ7fxySK9Zte6ozIX5C,"Willi,you probably live in a different universe,where  all world governments are united and doing things together.",0
UgxlBNqTk0W0IWFwvqV4AaABAg.9ZtdZ7fxySK9ZtiQKhW7Il,"@Vale Visa - no, it&#39;s the same universe. They are working together, just not for their people.  The conflicts are artificial but the effects are real.",0
UgxlBNqTk0W0IWFwvqV4AaABAg.9ZtdZ7fxySK9ZvHUrM_Jdu,"@William H Two thirds Willi,? OK,that&#39;s 100 million people.I&#39;ll keep you in my archive and we&#39;ll talk in 2 and a half years    :)",0
UgxlBNqTk0W0IWFwvqV4AaABAg.9ZtdZ7fxySK9ZvR1RV1WqZ,"@Vale Visa - no, it&#39;s over a 200 million people.  And it will happen.",0
UgxlBNqTk0W0IWFwvqV4AaABAg.9ZtdZ7fxySK9_3Nr4fj-vD,Such an ignorant statement.,0
UgwzJqiIAKNnoa0j9Pl4AaABAg.9Ztckl9YgRn9ZteL6rlnSU,Sounds good,0
UgwKu7p6mSplFkDxsfl4AaABAg.9ZtcQcn0VRn9ZteHKhjKDz,WE wish for a complete recovery!,0
Ugynvoxb6yxdhbC8Vi94AaABAg.9ZtcHvobkgo9ZtfVgvlQk7,"Beware of those who profess devotion to god. their feigned piety is often the camouflage for their vileness and evil. <br><br>If there is a god who watches everything, he has watched every child molestation in history without intervening.<br><br>“For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him will believeth in anything. - Hitchens <a href=""https://www.youtube.com/watch?v=km13FmCF5ek&amp;t=3m16s"">3:16</a>”<br><br>Jesus died for your sins, but he didn’t stay dead. So, what did he give up? His weekend. Jesus gave up his weekend for your sins.<br><br>“Remember, if you don&#39;t sin, then Jesus died for nothing” <br><br>Unless he was nailed to a boomerang, Jesus is not coming back! <br><br>You’re obviously not pro-life, you&#39;re pro-suffering!<br><br>Fun Fact: Jesus had an older brother named Daryl.<br><br>Fun fact: Nothing fails like prayer. <br><br>Two hands working are better than a thousand clasped in prayer.<br><br>Jumpin Jehosaphat 7:5. “When you pray, do not be like the hypocrites, for they love to pray loudly in the comment sections and on the forums that they may be seen by others … but when you pray, go to your own website or FB page set it to PRIVATE and quietly petition your father who is non-exsistent.” <br><br>The bible has many references to food. Nuts, Crackers, and Fruitcake are just some of the names for people who read it.  <br><br>Christians and people of faith go to church.<br>Bible thumping, happy clapping, faux Christians and others who lack any real faith post in these comments.",0
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZtuBylZRhh,"@john smith well you couldn&#39;t pass 1st grade, I&#39;m sorry you think that means your opinion matters...",1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu6PK0Sfmz,@Michigan Prepper What have you been smoking?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu6Y3nYXkA,@Tony Maurice Brandon is going and kicking Trump&#39;s a$$. Keep going Brandon!!!,0
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu6e1ohJCh,where is ashley bidens diary? where is hunters laptop?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu6g7bFx1k,@Michigan Prepper Clearly not as confused as you.,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu7OVjHNsX,@Dan M <br>Reality.... you should get some.,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu9BFD1I2E,@Michigan Prepper You need to stop projecting. Didnt your therapist warn you about that?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu9Map_9JA,@Urbandecay <br>Well then I guess you better vote Republican across-the-board,0
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zu9l8mLZKB,@AU miner Where is your common sense? That should be more important to you.,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuBaRm9xzP,@Dan M <br>Practice what you preach for when you look in a mirror you see your own words.,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuC5Bzqlms,@Michigan Prepper You clearly are aware that you project. The real question is what are you going to do about it? What did your therapist recommend?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuC5YoLbq9,@AU miner FBI has both -fact.,0
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuD6YHPj8t,"@Robert and they did absolutely nothing about it - childporn is ok with them, so is money laundering.",1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuEvfBBz6y,"@AU miner What is craziest to me is the fact that 2,000 mules videos and pictures have not gotten more press. Flat out proof.",1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZuHsoIGnxH,"@Robert your other reply is hilarious. There once was a world leader who told his supporters to attack the national legislature to stay in power, who then blamed his anti fascist opponents, and all the while celebrated the violence his own supporters instigated. His name was Adolf Hitler, and Trump copied the Reistag Fire on January 6th 2021.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29Zv5HHv8MzR,@Dan M you have exposed yourself. You have zero sense,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZvHxRHzJNj,@Frank Deckard And you are foolishly projecting.,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZvcwgIvwgM,@Dan M you keep repeating yourself with the same comment like a bot 🤦🏿‍♂️,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZwNldhW4Gx,@Frank Deckard Actually I don&#39;t. Perhaps you need more English lessons?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZwPeEPl3Ne,@Dan M maybe you should read your sentence again slower,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZwRWq70dwc,@Frank Deckard Do you ever stop trolling? Or is that your sole function in life?,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZwS2GluWsx,@Dan M says the troll ? 😂 da fuq? Dude you’re so cool wow. I actually like you now. Continue please,1
Ugz5F031mghN579dNdF4AaABAg.9Ztc0Pwh0Y29ZwUbtbWAXa,@Frank Deckard Do you actually have a life? Or is this it?,1
UgyNPdw8CPK2LY2qTXB4AaABAg.9Ztbh8OU6Yi9Ztcctbz8X_,"better stick with the network morning shows.  they have only 5 minutes of news,  the rest of the 2 hours is pure fluff for people who cannot face reality.   Just like the movie &quot;Don&#39;t Look Up&quot; depicted them.",1
UgyNPdw8CPK2LY2qTXB4AaABAg.9Ztbh8OU6Yi9ZtiiLg_3WK,You don&#39;t need the news. Try telling someone in a 3rd world country about all this madness.  They would just live their lives. Most of these things never affect the average American,1
UgyNPdw8CPK2LY2qTXB4AaABAg.9Ztbh8OU6Yi9ZtjEEPj8WT,"@Amy W Very good advice, probably one of the, if not the best answers I&#39;ve ever heard and we would all probably get along better",0
UgyNPdw8CPK2LY2qTXB4AaABAg.9Ztbh8OU6Yi9ZtngFgL2Sc,Watch the Miss Universe Pageant.,1
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69Ztbu0KL7iw,"They are obvious items. It&#39;s outlining a redline, not giving away anything not known.",0
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69Ztd05KUlte,@Lynch66 saw the one of djt in one.,1
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69ZteB0UX4_t,@Spartan7329 FJB and FU,1
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69ZteTQINr61,@2nd Amendment Supporter yo momma,1
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69ZtelY04vuQ,"Didn&#39;t trump fáil tó condemn Putin for cyber attacks, moran?",1
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69ZtftFSL1ph,@Spartan7329 Good comeback lol,0
UgzSOE4mjrCapRq7oEl4AaABAg.9Ztbbhqreg69Ztx_D_gL5D,"@Biden’s Laptop Matters lmao, wow those guys aren&#39;t living in your mind, they&#39;ve possessed it.",1
Ugw65T_sNhvaQO3-v014AaABAg.9ZtbKN5QgtX9ZteBEZTwGK,And also more cow bell.,1
Ugw65T_sNhvaQO3-v014AaABAg.9ZtbKN5QgtX9ZtfeRZr3QX,Talk to Zuckerberg about Facism.,1
UgxXy-BtQJWqvdnEH-x4AaABAg.9Ztb1n8yI1S9ZtbqPhhqsB,"Yes, Hiroshima was a war crime, as was Tokyo and Dresden.",0
UgxXy-BtQJWqvdnEH-x4AaABAg.9Ztb1n8yI1S9ZtcfJ1VcTk,I agree it was a war crime but more lives would have been lost had America invaded Japan,0
UgxXy-BtQJWqvdnEH-x4AaABAg.9Ztb1n8yI1S9ZtdD35BCW8,Germany was busy building a nuclear bomb against the US and Japan and Germany were allies.,0
Ugyj8HSxKynIM4p5V894AaABAg.9Ztall7Ij3X9Zte5ib9X4b,Just bring it to the shop for repairs. Problem solved.,0
UgyFKKJACExUC-d_wyh4AaABAg.9ZtadsOlIdJ9ZtdvQj3PEa,Literally everywhere. I like your name. Easy to say.,0
UgyFKKJACExUC-d_wyh4AaABAg.9ZtadsOlIdJ9Zti_JwUhAN,@Salty senior 64  lol do you even know what a troll or bot is?,1
UgyD05TGN_S9PlrYlLB4AaABAg.9Ztac7vDdQ89Ztb9ao6GdX,@Jabba The Gut 😂😂😂😂,1
UgyD05TGN_S9PlrYlLB4AaABAg.9Ztac7vDdQ89Ztc9GQZRok,@bob trump he said it on camera with his accordion gesture.,1
UgyD05TGN_S9PlrYlLB4AaABAg.9Ztac7vDdQ89ZtcCi6_xdQ,"@Noneshere Trump said Putin didn’t interfere with our 2016 election when our Intelligence said he did, Trump has always been on the side of Russia.",1
UgyD05TGN_S9PlrYlLB4AaABAg.9Ztac7vDdQ89ZuMw-6JTIm,Sergei lavrov also spoke of the new world order this week. 😆,1
UgwvapK1g9w8_ZTQO9Z4AaABAg.9ZtaaZgpfKG9Zw1nAozFjC,"American computer and security business companies have unexpectedly laid off thousands of well formed European and US  employees over the last decade(s) , especially engineers and developers (including security), to replace them with low cost  countries apprentice engineers and developers, it,&#39;s just the American way of life: $$$ first, quality is just a nice to have!",0
UgwvapK1g9w8_ZTQO9Z4AaABAg.9ZtaaZgpfKG9ZwFhFrTX-2,@Patrick Dewilde it sure is!!!,0
UgzLaIsXsFyVpLKXJd14AaABAg.9ZtaWwCiend9Ztar6UQuUy,Bot,1
UgzLaIsXsFyVpLKXJd14AaABAg.9ZtaWwCiend9ZtavHjc3Az,Having a DEMENTIA FIT old man? 😵😵,1
UgzLaIsXsFyVpLKXJd14AaABAg.9ZtaWwCiend9Ztb0HcwHW8,"<b>U GUYS ARE RIGHT,,  FORGOT TO INCLUDE THE INFAMOUS CNN RACECARD 🤣</b>",1
Ugwz6E8DblY3imXck2B4AaABAg.9ZtaUrZgpBk9ZtbiavGGTV,Does Putin pay you in monopoly money?,1
Ugwz6E8DblY3imXck2B4AaABAg.9ZtaUrZgpBk9ZteIxlGHK4,Proof?,0
Ugwz6E8DblY3imXck2B4AaABAg.9ZtaUrZgpBk9ZtfjLfs-Wi,@B. T. How is Avanti doing these days? The next leader of the Dimwitocrats party.,1
UgyPv1A1Wkcf6udM7-R4AaABAg.9ZtaNuDnoSm9ZteqYIL4-V,Just use your neighbors,1
UgycJP-4z-QkpotoDcF4AaABAg.9Zta78ik54d9ZtaPdovVub,"Scapegoating, my ass.",1
UgycJP-4z-QkpotoDcF4AaABAg.9Zta78ik54d9Zten3I1OeS,They use to use a goat 🐐 for a sin offering. Now u know.,1
Ugx6ZFw3Em2PSna-Igt4AaABAg.9Zta1zjLFC19ZteTMm0Z6f,From the inside,0
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtaLCHNcuc,&quot;I asked Putin if it was Russiah. He said it&#39;s not Russiah. I WILL tell you this. I see no reason why it WOULD be.&quot;,1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtadpyIleT,LC.<br>Do you you receive brownie points from Putin&#39;s oligarchs? 😎😂😂😂,1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtcvOEvJ92,"Oh yes, a year and 3 months ago the world was a lot better",0
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtczaYOs7k,"As someone who works in the industry, Trust me, this was happening plenty under Trump.",1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtdT-SIaML,The question Democrats don&#39;t have an answer to,1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtddEanDlb,@Lynch66 It sure was a lot better,0
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9Zte3JAdHYI,@The Hammer Don&#39;t pee on my leg and tell me it&#39;s raining !!!,1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZteXpEiRtw,"LC,we also didn&#39;t have to worry about Covid until Trump became <a href=""http://president.one/"">president.One</a> million Americans died because of him.",1
UgxnYuVTSRoRXGJD-fN4AaABAg.9Zt_zZtcQOn9ZtfGp9RSSP,@Vale Visa You really should seek professional help.,1
Ugxjx7GRFafwzpmjLM94AaABAg.9Zt_wGWaSzr9Ztary2ulLs,Bless up fam,1
Ugxjx7GRFafwzpmjLM94AaABAg.9Zt_wGWaSzr9ZtbRQcjXk-,A nice comment on YouTube. Refreshing🥰,0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtddUBvRvv,@Speak The Word Bible Study I voted Libertarian all the way up til the first Obama administration (I voted for him) unfortunately after that I had to abandon the Libertarian party and vote Republican because I needed to “make my vote count” as we used to say in a semi ironic way. Obama really burned me I’m not trying to start an argument with anyone just give my honest perspective.,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZteJNuAyGU,"@dan dansen That was in the WSJ. You’re really trying to push a narrative here, aren’t you?",1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Ztf4hpzaJi,@Antonio Capone that makes much sense if you were a democrat actually,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtfZnogSy8,Cool story Wolfe,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtgIzoPqdg,@reality I ALWDYS  REPORT YOUR SPAM. …,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Zthhgs9kgg,@dennis wolff Give it a rest .. TROLL,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtiTJP_rJr,@RealmCenter40 Huh?<br>Unified sabotage? That&#39;s not a thing.<br>Constructive conversation can&#39;t really be inflammatory. <br>Make sure your clever wordplay doesn&#39;t get to too clever=nonsense.,1
