replyID,reply_text,hatespeech_or_not
Ugw5CyNFAk__kdZpdM54AaABAg.9_C8JS9uDI-9_DDBHOM-Sp,출근해서 일하고 돈 벌어서 세금내는 국민들 없으면 지원금도 못 받고 지금처럼도 못 살거 아님?ㅠ,0
Ugyvp9w2FqgdwGmfyO94AaABAg.9_7h3UH9aKi9_9PKBChTbh,네 그렇습니다. 장애인이면 테러를해도 일반사람들을 장애인으로 만들어도 합법입니다. 감사합니다.,1
Ugyvp9w2FqgdwGmfyO94AaABAg.9_7h3UH9aKi9_DCl7xHpu8,@라고 합니다 ? ㅋㅋㅋㅋㅋㅋㅋ,0
UgxqZdwemRrzpK4z2T54AaABAg.9_72kI85TmI9_LGJCcKxPi,여기서 김예지 응원을 왜 함,0
UgxqZdwemRrzpK4z2T54AaABAg.9_72kI85TmI9_LjHP-CcPn,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
Ugwc-HRpYyoahJORrrB4AaABAg.9_6z0ROV5eF9_7AlMcPEui,너거당에 댈꼬가라 저 비례대표,0
Ugwc-HRpYyoahJORrrB4AaABAg.9_6z0ROV5eF9_8jbn2Ia4j,니까짓게 뭔데,0
Ugwc-HRpYyoahJORrrB4AaABAg.9_6z0ROV5eF9_9vwzLGrfO,말로만 선 그으면 그게 선 그어진 거임?'나는 떡볶이를 싫어한다'라고 선 긋고 그 날 저녁으로 떡볶이 사먹으면 그게 떡볶이 싫다고 선 그은 거임?ㅋㅋㅋㅋㅋ웃기는 양반이네. 대놓고 대표 저격해놓고 나는 불이익 주지 마세요? 눈치도 정도껏이지; 장애인이면 눈치도 없어도 됨?,0
Ugzc_CuHuBRGIRdbENh4AaABAg.9_6w97IKL7-9_7JaEgNoNN,김예지의원님! 대단하시고 마음이 따뜻한분입니다~당대표께서 반대만 하지마시고 대화로 장애자의 고통을 들어주시는게  맞는거같아요~,0
Ugzc_CuHuBRGIRdbENh4AaABAg.9_6w97IKL7-9_LjO17c8vy,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
UgzkRBXQBjuM5mUkdoN4AaABAg.9_6tCefmyFX9_LjIK8YqgF,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
Ugx35JcvlQn6GTafDgp4AaABAg.9_6kEJTSvWa9_99bC0RECy,옳소,0
Ugx35JcvlQn6GTafDgp4AaABAg.9_6kEJTSvWa9_9WVNLvbHV,당근,0
Ugx35JcvlQn6GTafDgp4AaABAg.9_6kEJTSvWa9_G7EFvfwNY,태극기부대는 왜 처벌인하노 ㅋㅋㅋ,0
Ugx35JcvlQn6GTafDgp4AaABAg.9_6kEJTSvWa9_IyNRqaKJN,20~30대 2번 남들이 구먼.  이준석 아바타,0
UgytG-6nx66ooWzLiJV4AaABAg.9_6jTQL41Bk9_8bp2hZWXf,"네 개소리 잘 쓰셨네요.팩트를 집어드리자면, 시위 반대하지 않습니다.불법 시위를 하지말라고 하는거지.자꾸 논점이 흐려지는데. 제발 팩트 제대로 체크하고 글쓰세요.",0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_6uJmwkym5,🤢🤮,0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_6wAYfNlsg,ㅋㅋ불법시위지적한게  인격체 운운ㅋㅋ이러니  프레임씌우지말라는거다 ㅋㅋ니인격체는 더 엉망이다ㅋㅋ이런소리하는거보니,0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_9w6HiygKO,"장애인들 불법행위나 하지 말라고 설득좀 해봐라장애인이라고 다 용서해줘야한다는 거 자체가 이미 국회의원, 대통령급 무소불위 권력 남용이다지들이 무슨 권력자마냥 불체포 특권 있는 것처럼 행동하고 다니는데 그걸 비판하는 게 이상한 일인가?",0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_9wBu6D-Wm,"@BBUNG BBUNG 응 국방,안보,경제 전통적으로 민주당보다 보수정당이 더 잘 함ㅋㅋㅋㅋㅋㅋ",0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_Itbpk43yc,장애인 단체가 미군철수 시위하는건 어찌생각하심?,0
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_KfBO0sAkM,인격체 ㅈㄹ ㅋㅋ 남한테 피해주는 저급한 불법 시위.. ㅈㄴ 꼴보기 싫다.,1
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_LGhTVLAkl,이게 바로 감성정치 좋아하는 좌파의 모습인가,1
Ugyf_EMqyXjY0O2I9Zp4AaABAg.9_6j1JIHoN79_LHHf43UkE,@김광한 갈라치기 좋하하는 우파 모습일 듯,1
UgwnrH_HUqSvXTUTwhl4AaABAg.9_6hodDhvAW9_LjFDxeyo6,너무 기대하진 마세요 짜고치는 고스톱이니까  김예지 비서관 이가연씨 남편이 전장연 정책국장입니다 ㅋㅋ 짜고치는 고스톱에 놀아나지마세요,0
UgyYgzFD75Llr8j05CZ4AaABAg.9_6dHOvOlWh9_79g0hy-kI,그 난리에 집무실은 왜 옮길까요.,0
UgyYgzFD75Llr8j05CZ4AaABAg.9_6dHOvOlWh9_Aj6FjInZ6,@고유림 그 난리는 국가에 직접적인 큰 영향을 주는 난리가 아니라 그냥 개인들이 모인 집단의 난리죠.... 단어 표현을 '난리'라고 해서 정말 엄청나게 큰 국가에 혼란을 일으킬 정도인가요......?,0
UgwRISn5gMArfIvisRp4AaABAg.9_6crTgshdT9_6dsYbndLN,까고잇네,0
UgwRISn5gMArfIvisRp4AaABAg.9_6crTgshdT9_6gniHMF4f,장애있으면 행패민폐 부려도 된다 이건가요?? 장애가 특권인가요?,0
UgwRISn5gMArfIvisRp4AaABAg.9_6crTgshdT9_6x7WA9DZH,장애인은 불법시위해도 된다는  이상한논리 좀 펴지맙시다  그러니  불법이 판을치지ㅋㅋ,0
UgwYflNrc-m1IVOIr9Z4AaABAg.9_6b5Nrn---9_BclKiACI3,상식이 안통하는 인간들이니까,1
UgzMOHbmxGSE_8KxjOV4AaABAg.9_6aeZD-Z-j9_6qeRCu4oi,"그렇게 안 하면 안 들어주는데 어떡해요 ㅋㅋ 미리 들어주던가,, 하 사람들 참 천박해졌다",0
UgzMOHbmxGSE_8KxjOV4AaABAg.9_6aeZD-Z-j9_7Lkvd0vaV,@ᄒᄅ 뭘 안들어줬습니까?,0
UgzMOHbmxGSE_8KxjOV4AaABAg.9_6aeZD-Z-j9_7M6QVBc9U,@ᄒᄅ 떼법이 통하는 사회가 더 천박합니다. 법치주의를 경시하는 태도는 아주 보기 안좋습니다.,0
UgzMOHbmxGSE_8KxjOV4AaABAg.9_6aeZD-Z-j9_7buVTdIlU,@ᄒᄅ 저런 불법을 당당하게 떼쓰면서 하는게 더 천박한거아니노?,1
UgxqaEES64ul2-KuGzN4AaABAg.9_6_GXvwTx-9_6duEF9XGB,뭘 사과하죠,0
UgxqaEES64ul2-KuGzN4AaABAg.9_6_GXvwTx-9_6hV6jr7J2,이렇게 뉴스내용 이해도 못하는 사람들이 민주당 지지자임,1
UgxqaEES64ul2-KuGzN4AaABAg.9_6_GXvwTx-9_6wzqH7LjQ,정신줄잡아ㅋㅋ뭘사과해?  잘못한게없는데   ㅋㅋ불법시위하지마라고한게  사과할일이니?대한민국 국민수준이 참ㅉㅉ,0
Ugz737H4I47W-y0xQRB4AaABAg.9_6ZiCag4ep9_6wOwuP2mg,사과를 왜해요?  아니 불법시위가 잘못이지  정당화될수있나요? 이제부터 대한민국은 다  불법시위해야겠네ㅋㅋ옳은소리인데 프레임 지겹다,0
Ugz737H4I47W-y0xQRB4AaABAg.9_6ZiCag4ep9_9PotFDM6K,지하철 지연때문에 부모님 위급상황에 마지막 얼굴도 못보고 돌아가셨습니다 감사합니다,0
Ugyo8rJ7SwAy1Qlfj4F4AaABAg.9_6YsSCV5au9_6ZqhJzynv,한숨만 나오네요응원하려다가도 짜증나서,0
Ugy76sw4hA5m5KDn6Xx4AaABAg.9_6YfAhh7XV9_EE-GBCKuh,합법적시위하면 누가알아주기라도하나요? 저는비장애인이고 주변에 가족이나 친구가 장애를 가지진않았지만 내가장애를가졌다면 어떨것같은지 생각해보세요 더불어가는세상입니다,0
Ugy76sw4hA5m5KDn6Xx4AaABAg.9_6YfAhh7XV9_LGOKFxoRt,@김세라 그래서 불법적인 시위를 해도 된다고? 좀 이성적으로 생각하세요. 더불어 살아가는거 좋아하면 불법 시위하지 말아야지,0
Ugy76sw4hA5m5KDn6Xx4AaABAg.9_6YfAhh7XV9_NwsWi4Tx8,@김세라 그렇게 더불어가는세상 감성에만 휘둘리고 법치국가의 법은 개무시함?,0
Ugy76sw4hA5m5KDn6Xx4AaABAg.9_6YfAhh7XV9_O2-N0dUpL,@비비 그분들이 처음부터 법을어겼을까요? 정부에서 그분들의목소리를 얼마나들어줬을까요?님 법치국가에서 법을어겨도 되냐고하셨는데님 생활 법률부터 얼마나 잘지키고사셨는지 스스로에게 물어보세요,0
UgzaQXVVHZZrZjJ4ib94AaABAg.9_6YasyaaF99_6h0dI6aLx,뭐래 툭하면 장애인 비하해서 언론보도 되는게 민주당 무려 당대표 이해찬인데 혐오 차별 성폭행 갈라치기 다 민주당 특기인데,0
Ugy6pkAVJ825uLG81E94AaABAg.9_6XKpy-0v_9_LjJbT_gz1,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
UgySOIULeqlwp0sh1YN4AaABAg.9_6X3HMBWKa9_9vicURMwM,사실 이준석 대표로 올려놓은 것 자체가 대표의 발언권을 갖고 선봉으로 싸우라고 올려둔 거지정리와 조율 역할을 시킬 거였으면 굳이 뭐하러 중진들 내비두고 어린 이준석을 대표로 올림;;저런 발언도 결국 누군가 하긴 해야했을 발언이었고 당대표로서의 발언이니까 무게감있게 뉴스화된 거지저런 발언을 높은 사람들이 안 하다보면 장애인한테 무소불위의 권력이 생겼을 거다,0
UgySOIULeqlwp0sh1YN4AaABAg.9_6X3HMBWKa9_LjNWhEn7l,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9Q7Rj-4rU,21조는 아시면서 4항은 모르시나욬ㅋ? 제21조1. 모든 국민은 언론·출판의 자유와 집회·결사의 자유를 가진다.2. 언론·출판에 대한 허가나 검열과 집회·결사에 대한 허가는 인정되지 아니한다.3. 통신·방송의 시설기준과 신문의 기능을 보장하기 위하여 필요한 사항은 법률로 정한다.4. 타인의 명예나 권리 또는 공중도덕이나 사회윤리를 침해하여서는 아니된다.언론·출판이 타인의 명예나 권리를 침해한 때에는 피해자는 이에 대한 피해의 배상을 청구할 수 있다.,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9qnPJaWJ9,@라고 합니다  언론 출판 & 집회 결사 구별도 못하고 있는 말씀을 하십니까?,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9rq3l6LRU,@까마 그래서 이준석이 어디 장애인들의 명예 권리를 침해함?,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9sEYkwTCr,@라고 합니다  헌법21조 2항.. 집회 결사에 대한 허가는 인정되지 아니한다.,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9sxYsI4Vd,@까마 뭔 소리하세요 ㅋㅋ 이준석은 국민 아닌가요? 이준석은 권리보장 못받나요? ㅋㅋ,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9tPihPmyU,@라고 합니다  글을 보고 읽고 뜻을 헤아려 헌법으로 반박하라.,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9tR00aoiY,"@까마 집시법 5,12조는 모르시나..",0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9twwhk1KA,@까마 님들 주장이 이준석발언이 문제가 된다는데 헌번 21조 4항에 위배돼서 문제된다는거아님? 근데 이준석은 명예나 권리를 침해하는 발언을 한적없는데? 이준석 발언도 일종의 언론출판의 자유인데..?,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9u-w4iJik,@라고 합니다  집회 결사의 자유,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9u2rOP0wo,@까마 혹시 이준석은 언론출판의 자유가 없나요?,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9wsk4H6rR,@까마 집시법 6조도 해당됐네요 ㅋㅋ,0
UgzNGszBudJzRrfILpJ4AaABAg.9_6WB-pHkCp9_9xECCl6Dt,"@라고 합니다  헌법의 기초가 10조에 있고 헌법의 기본은 ""모든 국민""에 있으며... 모든 국민에 대한 설명은 헌법11조에 있다. 대한민국에는 특수계급이 인정되지 아니하며, 장애란 이유로 특수계급으로 여겨져서도 아니되며, 모든 국민이 누리는 모든 혜택에서 제외될수 없다. 그에 대한 설명은 헌법 34조에 있다. 헌법10조부터 헌법39조까지의 정의는 마치 한몸과 같다.",0
UgzHE2BFyaCb-KM0Z6x4AaABAg.9_6VbVcgIVz9_6it6yOCZ9,이준석 인격체는 그런 기대는 과함,0
UgzHE2BFyaCb-KM0Z6x4AaABAg.9_6VbVcgIVz9_9PYl-iNfL,비장애인은 권리가 없음?,0
UgzXOc9AH9Gl7N_xZQ14AaABAg.9_6VN8WAgkb9_6ZijMgbL2,보수는 막강세력은 안건드려요어중간한 강자는 취급도 안하죠반면 진보는 약자를 너무 특권계층으로 만들어 버린다는 불편함은 정치판의 그림이죠,0
UgzXOc9AH9Gl7N_xZQ14AaABAg.9_6VN8WAgkb9_6ikl9qq1o,"@Muzi&Con 아아, 그럼 둘다 그나물에 그밥이네요",0
UgzXOc9AH9Gl7N_xZQ14AaABAg.9_6VN8WAgkb9_6itcAYF6O,@Muzi&Con 준석이형은 오늘 도마위에 왜 올랐대요?뉴스를 못바서요,0
UgzJC7sXAUn6hKaJYzF4AaABAg.9_6V4bjA5XD9_6gN9lCJ_P,장애인단체라고 하지 장애우단체라고 합니까? 장애인들이 원하는건 우리도 일반사람들처럼 할 수있다. 불쌍한존재로 인식하지 말고 이름으로 불러달라를 외치고 있습니다. 장애인은 몸이 불편한 사람일뿐 똑같은 사람입니다. 차별적 요소가 포함된 장애우란 말 쓰지마세요 역겨우니까,0
UgzJC7sXAUn6hKaJYzF4AaABAg.9_6V4bjA5XD9_6llWzzSz4,ㅋㅋㅋ pc에 pc로 패니깐 얼얼하겠누 ㅋㅋㅋ,0
UgzJC7sXAUn6hKaJYzF4AaABAg.9_6V4bjA5XD9_6llgmryXk,@대한민국법원 제가  잘못 알고  있었네요ᆢ 한동안  더  많이  쓰인  말이라    더  맞는  표현이라  생각했나봅니다ᆢ정정합니다,0
UgzJC7sXAUn6hKaJYzF4AaABAg.9_6V4bjA5XD9_6yHhBbnSV,"@투투 주변에 장애우라는 말 쓰면 이렇게 말해주세요 ""장애인끼리도 장애우란말 안 쓰고 이름불러준다.""",0
UgzJC7sXAUn6hKaJYzF4AaABAg.9_6V4bjA5XD9_AYbJYGIhu,"아니, 그걸 누가 모르냐고 그런데 왜 저런 단체에 무릎꿇고 사과 하냐고 장애인 단체가 미군 철수 시위 같은 거나  하는데 ㅉㅉ",0
UgynsedRY7StQBWvmGd4AaABAg.9_6UA9Rz5oo9_LjRRRS2Uy,김예지 의원 비서관 이가연씨 남편분이 전장연 정책국장이네요? ㅋㅋ 정말 아무연관 없는거 맞으시죠? ㅋㅋㅋㅋ,0
UgynsedRY7StQBWvmGd4AaABAg.9_6UA9Rz5oo9_Ljr56KtEd,@미한 아... 다 거기에 있는 이유가 있군요ㅋㅋ 몰랐네유,0
UgxZKpKXKfd4nA2jQa94AaABAg.9_FSgadzPoj9_Lg7OWqjJ9,언론 정치인 다 정말 비겁합니다. 이준석이 장애인 감담회  한 것도 거의 기사화 안 됐죠.,0
UgyiXmHKCup5CIVYVdh4AaABAg.9_Bwh_limGc9_C6uY49Vkg,할거면 국회로 갔어야져 ㅋㅋㅋ시민들이 법을 제정합니까???,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_AxRj_vuxX,어떻개 적절합니까 그분들이 왜 저렇게 해야하는지 먼저 공감하고 대화하고  그런다음 그렇게하면 유감이라는 뜻을 표현해야지 격앙돼서 계속 팬 놀리고 사람들 갈라치기하고 인간쓰레기예요 한마디로 갈라치기 고단수 계산하고 말한거 아닙니까,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_B971VnVw1,@alert oriented 잘못된 시위방식을 비판하는걸 무작정 갈라치기다 편가르기다 라고 비난하는게 옳다고 생각하세요?장애인분들의 이동권이 보장되지 않은것은 분명 문제지만 그렇다고 장애인단체가 비장애인들의 이동권을 침해할 권리가 주어지진 않는다는 점을 지적하는데 거기다가 갈라치기네 혐오정치네 해대면 대체 어쩌라는건가요?,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_CNz-USkjp,"@alert oriented 공감 대화ㅋㅋㅋㅋ 진짜 이상적인 세계에 사는 분이네요. 저기 전장연 단체 성격이랑 요구사항 한번이라도 보고 오세요. 장애인 탈시설문제, 장애인 돌봄예산, 지원증대 보면 진짜 뻔뻔합니다. 공감하는 님 돈으로 장애인 단체에 기부라도 하시죠. 전 사회적 약자에 매달 10만원기부하는데도 이건 아니라봅니다",0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_Cryfr3WcI,@경험주의자 네 알겠읍니다 댁도 그렇게 빈정되면서 행복하게  사세요,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_Cs6aoUMI_,@경험주의자 지원 금액 국가에서 증원해야죠 . 이상적인 사회위해 기도하겠읍니다 실제로 가능도 하고요,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_DPQoQ-LHF,@alert oriented 기도를 하지말고 이상적인 사회를 만들고 싶으면 세금을 더 내든 기부를 하든 장애인 시설로 직접 봉사를 매주 나가든 하세요. 모든건 공짜가 아닙니다. 우리가 낸  국가예산에서 필요한 분야에 합리적으로 소비를 해야하는 것입니다. 뜬구름 잡는 사람좋은척 하는 얘기만 하는게 논쟁이 진행 안되네요,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_S4YDgsvEm,@alert oriented 님 집문 막고 님에게 자기 요구 안들어주면 가족 못나오게하겠다고 협박하는건데 이게 옳다고 생각하시나요?님=정치인자기요구=전장연 요구가족= 국민,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SWy3A2PRv,@흠냐 님의 비유는 적절치 않습니다 그래도 답은 힐께요 제가 정치인이라면 저는 이준석처럼 하지 않을 테니깐요 제 집문막고  저와 제가족 못나오게하면 설득할겁니다 타협하기위해 노력하고일단 덜려보내야죠 타일러서,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SXUL6-Ly4,@흠냐 이준석이 의사들이 환자 볼모로 파업할때는  뭐라 그랬었나요 저는 아주 분노하고  저 아버님 간암이신데...오래 기다렸읍니다 환자 목숨을 가지고 파업하는데 그거에는 뭐라 안한걸로 압니다 더블 스탠다드로 사람을 대하는 이준석은  최악의 정치인입니다,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SXm4g78Xs,@흠냐 저의 댓글을 잘 읽어보시면 일반 시민이 비판하는 건 저는 그렇게 분노하지 않습니다 . 이준석이 그러면 안된다는 겁니다 분명 편가르기입니다,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SqrNUZ_kp,@alert oriented 비유가 적절하지 않다고요누군가에게 실제로 있었던 일입니다출근 시간에 늦는 사람도 있고할머니 임종으로 다퉜던 사람도 있고비유가 적절하지 않다고 하셨는데왜 비유가 적절하지 않은지 말씀 부탁드립니다그리고 이준석 대표가 타협하는 노력이 없냐 하면 그것도 아닌게 이미 이준석 대표는 저분들 진작에 만났고 말씀도 나눈것으로 알고있어요오세훈 서울시장도 사회적약자에 대한 복지 늘리겠다고 말 했구요,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SvMPfdxTD,@alert oriented 시민들은 전장연에게 분노하고 있어요심지어 피해보는 당사자들은 더더욱그리고 부자들이 세금을 안낸다니우리나라는 부자들에게서 나오는 세금이 70%입니다그러면서도 님처럼 부자들 대우 안해주는 나라에요그리고 사회적 약자면 불법을 해도 된다고 생각하시나요?이준석 대표가 비판한건 불법에 관해서에요논점 흐리면 안됩니다,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_SyLdhimVZ,@흠냐 비판하기전 먼저 포용해야죠 기술이 부족하다는 거예요 그것도 매번을  비판했지요 그 이면에 있는 분노와 억울함을 먼저 이해하고 다가가는 겁니다 이준석이 아니라도 누군가는 할겁니다 이준석 당대표가 할 자리가 아닙니다 이준석은 이미 편가르기 했읍니다 의사들 파업애 대해선  비문명적이라 안했잖아요 . 정말  배우고 싶어도 형편이나 상황이 안되서 못배운사람들은 그런말 들으면 서럽습니다  .얼마나 힘둘면 저랬을까 먼저 포용하고 그런건 잘못됐다는걸 가르쳐야합니다 모두가 다 똑같은  곳을 보고 있지는  않습니다 .  그래서 정치인은 대화와 타협을 잘하는 사람이 되야합니다,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_Sz8R3a4qQ,"@흠냐 그래서 부자들이 더 많이 누려야하나요?  . 좋은 공기 마실권리 ..최소한의 이동권, 먹고 마실권리 는 보장되어야합니다 .  사회는 모두가 구성원입니다 . 부자들은 자신들이 열심히 해서 돈을 번것도 있지만 자신들의  개인운 뿐만 아니라 다른사람들의 도움도 있었던겁니다 . 예를 들어 연예인들이 부자가 된건 그만큼 열심히 한것도 있지만  소비를 하는 팬들이 있기에 가능한거 아닐까요 . 그런데 탈세도 많이 하잖아요",0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_T6qg66n65,@alert oriented 불법행위를 대체 왜 포용해야하져님은 사회적 약자가 수술비 내려고 누군가의 금품을 갈취하면 그걸 정당화 하실건가요?그리고 이준석 대표는 시위에 대해서 뭐라한적 없습니다장애인 단체도 만나고 있고요 이 사건 전에도다만 그 시위로 인해 다른 사람들이 불편함을 주는 것이 맞지 않다고 말하는것입니다 아니 자꾸 감성논리 이야기하시는데세상에 사연있는 범죄자들은 다 정상참작 해주어야 할까요? 논점이 계속 포용하지 못한다 이렇게 말씀하시는데 불법행위를 포용해야 한다 생각하심???,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_T78WXSAr1,@alert oriented 탈세한 사람이 문제지 님은 부자라는 구성원 전체를 문제로 보셨잖아요누가 범죄 일으키면 그 사람이 문제인거지 그 사람의 성별을 놓고 문제삼지 않습니다그리고 장애인 권리는 보장하면서 왜 일반 시민들의 권리는 부정당해야 하는거죠본인의 권리향상을 위해 다른사람의 권리를 침해하는 행동은 용서가 되나요?불법행위는 용서가 되나요??,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_T7Y73TZfR,@alert oriented 그리고 제가 든 예시 비유가 적절하지 않다고 하셨는데 어느 부분에서 적절하지 않은지설명 부탁드릴게요,0
UgxSw4NYrIATwX-36LB4AaABAg.9_9UKfnTrjl9_T7yGppXFO,@alert oriented 의사파업한것이 불법으로 한 것인지 알려주세요자꾸 논점 바꾸는데 이준석 대표 사회적약자에 대한 관심 많은 사람입니다이준석 대표가 비판한 것은 불법에 관련된 행위에요 계속 논점 흐리시네이준석 대표 비판하는건 좋은데 불법에 대한 본인의 생각을 말하고 비판해주세요,0
UgyPRfomXpJMTlIU6s94AaABAg.9_9P-VYEly-9_9QCUcgrEp,@ᄋᄋ 지켜야죠. 헌데 이동권리조차 묵살하고 법만을 지키라니 이런 사태가 발생한거죠.사회적약자의 이동권을 보장했다면 일어나지 않을 일 입니다.뭔말인지 아시겠어요?권리는 묵살하고 법만을 요구하는게 이준석이에요. 애초에 뭘 해주고 법을 지키라마라 해야죠.그냥 닥치고 내말들어라. 이것과 같은 것입니다.,0
UgyPRfomXpJMTlIU6s94AaABAg.9_9P-VYEly-9_9RkH63Rxl,@Dust M 묵살이라뇨 서울지하철 승강기 94퍼 설치완료고 2025년까지 100퍼 만든다는데?,0
UgxPuCg2MvOlH2UMJr94AaABAg.9_90OhkyQ199_9JChzgMq3,맘마저 장애였어ㅠㅠ,1
Ugz07IfKqz5EB-dmj0p4AaABAg.9_8wkiPTXDJ9_CtENaZkPJ,당신의 권리를 보장받지 못할때 똑같이 시위할수있으까.,0
UgxHcn21c0_QtZJwc454AaABAg.9_8n5oyY9aA9_BsBUCgdIq,팩트를 말하면 못된거인가?진보 수준 알만하다 ㅋㅋ,0
Ugz5f0W4FLqoim0Fgfl4AaABAg.9_8jrZ0vkTq9_8jtvV496r,과연 시민단체를 정치 도구로 사용하는게 어느쪽일지 알 것만 같은데 앙 기모띠 ㅋㅋㅋㅋㅋㅋ,0
UgzKwPwpeiD6Z2b6u5N4AaABAg.9_8dtEY0GDH9_OJ0HKD0_4,"[전장연을 혐오하는 사람들의 18범례]

1. 법을 전능하신 하느님의 하사품으로 생각한다.

2. 법의 한계가 존재한다는 사실을 모른다. 

3. 합리적인 논거에 바탕을 두는 게 아니라 법을 편의주의로 해석한다. 

4. 전장연은 '권리 찾기'라는 대의 명분이라도 있는데, 이들은 대안도 없이 막무가내로 우긴다.

5. 자신과 반대되는 의견의 사람들을 적으로 생각한다.

6. 사회 약자를 배려하기는커녕, 억압해도 되는 존재로 생각한다.

7. 자신의 논리가 어느 정도 함량인지 생각하지 않고 일단 우기고 본다.

8. 우기는 것이 상시적이라 대개 편향적이다.

9. 자신은 밥을 먹으면서 약자의 라면까지 빼앗아 처먹는 이기주의자들이다.

10. 소통 대신 불통을 숭상한다.

11. 까고 보면 국힘당 지지자들이 대부분이다.

12. 그 나라의 사회를 알고자 한다면, 사람들이 약자를 어떻게 대하는지를 보면 안다는 사실조차 모른다.

13. 한글은 아는데, 심각한 이해력 결핍을 앓고 있다.

14.  민주주의와 자본주의를 근간으로 하는 세계 모든 국가가 법으로 '시위를 보장하는 것을 모른다.

15. 이준석의 혐오 발언이 비장애인만 국민이요, 장애인은 국민이 아니라는 논리인데, 허접한 논술 실력이라 이를 간파하지 못한다.

16. 법 안의 공익도 중요하지만, 법 밖의 공익도 중요하다는 사실을 모른다. 풀어서 말하면, 법 안의 비장애인의 공익도 중요하지만, 법 밖의 공익도 중요하다는 사실을 모른다.

17. 시위는 어느 정도 불편함을 전제로 한다는 사법부의 판결은 아예 모른다.  

18. 불의의 교통사고로 자신도 장애인이 될 수 있다는 사실을 모른다.",0
Ugxfz_FbYHfswtgc-Zl4AaABAg.9_8aJ22M92J9_T638-djsv,문정권때부터 해왔는데  이준석대표의 말로 이슈화 된거죠 ㅎㅎ,0
