replyID,reply_text,hatespeech_or_not
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyXQ014Z8w,I've been in crypto for about 4 years now and I can tell you that till date I'm still trading under the supervision of my expert Mrs Stacy Griffin kartner,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyXUm9vmie,"This is exactly what most people don't know about crypto and others stocks, you must seek advice or direction or even account management of an expert because they dines with trading analysis like Mrs Stacy Griffin kartner does",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyXYWRdIxi,This is not actually the first time I've seen people talk about her but getting her watsapp contact has been my greatest challenge,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyXe5CtIOk,"I requested but no one replied with her watsapp, I'm interested in her services",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyXuETZ6f1,I'm not even shocked seeing Mrs Stacy Griffin kartner's name been mentioned because her good deeds is really making her know,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyY7EctFu_,"She's just too good that's why people can talk about her this much, much love ❤️",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyYGvygAdf,"I'm retired but still make 3* my income when I was still working presently, my Family doubted her processes but my first and second withdrawal gave her a warming mindset about Mrs Stacy Griffin kartner",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyYU6IC2yu,This is my 5th withdrawal and its been amazing and mind blowing,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyYcRmysep,"It all sounded too good to be true, but I gave her a first shot, my first returns gave me a total change of thinking about Mrs Stacy Griffin kartner Her God fearing lifestyle gives me more joy",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyYpUAtIRg,Literally making $18000 on every $2700 invested in a space of a week and 3 days from Mrs Stacy Griffin kartner,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZ0kBuYqL,She has made name for herself,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZ6kLJbuO,Please I'm interested and I wish to explore her services,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZGMytl6Q,It's not proper dropping her info like that on a YouTube public conversation,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZOyZPAin,I know it's not ideal but you're trying to save someone from meeting the wrong Expert. Please her contact 🙏,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZabJ-5PH,You can chat her on FB,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZbN4NQyn,Her username on FB,0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyZlwl8G7C,"I'm contacting her already I will do as you said, thanks 🙏",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyaGyV1cHS,"Yes I'm a living testimony of Mrs Stacy Griffin Kartner trading services,",0
UgxHXUKYkxkVYQDD7x94AaABAg.9ZyW2VW8eID9ZyaNj-QJTB,Same here it's four months now I started investing with them and it's been a good experience,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9ZwZMxx_K3X,"The cost of living is making people go into different businesses anyways, but my problem is that the rate at which money gets finished on little purchases is so surprising",0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9ZwZUSoun-k,I saw all this coming I had to switch to Crypto trading and I'm really enjoying the fact I made the right choice because of my weekly earnings,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9ZwZc5zbTWc,I make good income too from bitcoin trading and its been my most reliable source of income at the moment. With profits I've made so far I don't think i can get broke or lack anything.,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9ZwZx6ZURXN,Because I've tried severally but seems not working,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9Zw_FxRn4d9,It's very possible because I make $8300 with my little $1300 weekly,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9Zw_PcemKuo,"This is the same bitcoin trading and I'm presently struggling with, but seems not working. I've blown up my account twice",0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9Zw_YZ4Fj-A,I've been in crypto for about 4 years now and I can tell you that till date I'm still trading under the supervision of my expert Mrs Stacy Griffin kartner,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9Zw_t9AfM80,This is not actually the first time I've seen people talk about her but getting her watsapp contact has been my greatest challenge,0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9Zwa9okUQE_,"I requested but no one replied with her watsapp, I'm interested in her services",0
Ugw4OJ0Or958_OevQEB4AaABAg.9ZwZExiqeQX9ZwaKvbdEsW,I'm not even shocked seeing Mrs Stacy Griffin kartner's name been mentioned because her good deeds is really making her know,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwZIsmd5Xy,"The cost of living is making people go into different businesses anyways, but my problem is that the rate at which money gets finished on little purchases is so surprising",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwZQCnmRvr,I saw all this coming I had to switch to Crypto trading and I'm really enjoying the fact I made the right choice because of my weekly earnings,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwZXurnikv,I make good income too from bitcoin trading and its been my most reliable source of income at the moment. With profits I've made so far I don't think i can get broke or lack anything.,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwZqYJ5ffj,Because I've tried severally but seems not working,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_09sC-IR,It's very possible because I make $8300 with my little $1300 weekly,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_Je8__SG,"This is the same bitcoin trading and I'm presently struggling with, but seems not working. I've blown up my account twice",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_Sq7m0tf,I've been in crypto for about 4 years now and I can tell you that till date I'm still trading under the supervision of my expert Mrs Stacy Griffin kartner,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_be0zVpB,"This is exactly what most people don't know about crypto and others stocks, you must seek advice or direction or even account management of an expert because they dines with trading analysis like Mrs Stacy Griffin kartner does",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_nARZlUH,This is not actually the first time I've seen people talk about her but getting her watsapp contact has been my greatest challenge,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zw_wuk_6Dw,"I requested but no one replied with her watsapp, I'm interested in her services",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwaE6RD7us,I'm not even shocked seeing Mrs Stacy Griffin kartner's name been mentioned because her good deeds is really making her know,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZwaO6PKxlv,"She's just too good that's why people can talk about her this much, much love ❤️",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9Fi19E7W,"I'm retired but still make 3* my income when I was still working presently, my Family doubted her processes but my first and second withdrawal gave her a warming mindset about Mrs Stacy Griffin kartner",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9KxpgnX0,This is my 5th withdrawal and its been amazing and mind blowing,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9RUDxdBK,"It all sounded too good to be true, but I gave her a first shot, my first returns gave me a total change of thinking about Mrs Stacy Griffin kartner Her God fearing lifestyle gives me more joy",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9bKthNVB,Literally making $18000 on every $2700 invested in a space of a week and 3 days from Mrs Stacy Griffin kartner,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9j51hPMO,"It all sounded too good to be true, but I gave her a first shot, my first returns gave me a total change of thinking about Mrs Stacy Griffin kartner Her God fearing lifestyle gives me more joy",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9oZvguiL,She has made name for herself,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9Zx9tyH-l6y,Please I'm interested and I wish to explore her services,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxA7ZXnc-9,I know it's not ideal but you're trying to save someone from meeting the wrong Expert. Please her contact 🙏,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxACMReRao,You can chat her on FB,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAD4K5Lfz,Her username on FB,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAIPqXJcT,"I'm contacting her already I will do as you said, thanks 🙏",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxA_lnbK5a,"I just got recommended to her on what's app and i invested, please how good is she",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAfHLPbDs,"When someone is straightforward and good at what she does, people will always speak for them",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAjcIqSK8,You can also chat her on I G,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAofMfILg,For me I would say give Mrs Stacy Griffin Kartner a try and you be happy you did,0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxAuHvv3_Y,"Belleve me she's the best when it comes to forex trading, your profit is assured. Please don't look elsewhere, work with her",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxB-aHFImf,"Yes I'm a living testimony of Mrs Stacy Griffin Kartner trading services,",0
Ugylyjf1kdzz_wB0QMJ4AaABAg.9ZwZ84cEFkw9ZxB4NQRi5N,Same here it's four months now I started investing with them and it's been a good experience,0
Ugxrph_crnAKpPctOhJ4AaABAg.9_5ns2-ZCXf9_96fC42JXU,"To late for that,  Putin said his done with the west.",1
UgxvliLD5CsDIA9RGUB4AaABAg.9_5xtGYHd9y9_60dVMdJqg,I believe him more that I do this bunch in the WH.,1
UgzYvHWzVKam4rG7Af94AaABAg.9_5aFfy1-ep9_5ugn86-e9,The only one that knows what Putin is thinking is Putin himself. The rest are simply guesses.,0
UgzYvHWzVKam4rG7Af94AaABAg.9_5aFfy1-ep9_67hbzctyA,He is not russian or worked for russia. he was a german and worked in germany for soviet regime. he has no connection,0
Ugyz-6VgdOd0e_ywJ4h4AaABAg.9ZiSPhyoe6q9ZjHHLpbore,"For you, I recommend fishing for worms.",1
Ugyz-6VgdOd0e_ywJ4h4AaABAg.9ZiSPhyoe6q9ZnmdMG8INv,"Trust me, we don't have much time.",0
Ugz0chbFb1VusHLidLZ4AaABAg.9ZfeYGnG8cE9Zi9kKODTNS,Thanx for a big pick up.,0
UgzABd7ymqjGLD_ibXJ4AaABAg.9Zph3MV49dR9Zq8X6-1YLB,"Hey Good morning, how are you doing!",0
Ugyz0-YEkDwKapHwnAh4AaABAg.9_-h_V3d-KC9_4RiTAcb3d,"japan is the third largest economy, not india.",0
Ugy_Otj--yOk6nHeDqh4AaABAg.9ZgCxGEU_1s9Zw9ezoeQsR,"Hello, how are you doing? Hope you're having a wonderful day!",0
UgxHXhU6EMGhIK71gUp4AaABAg.9_3rpXmXMFm9_4O0a_tq8n,"The war could still go either way, but Russia has certainly taken a heavy beating.",0
UgyQXYOgD1Sy5b0f0zh4AaABAg.9ZffFwr-ngm9ZfwU6hG-vX,Show respect pResident,0
UgyvTSJejN28G0rUuaV4AaABAg.9_5HvRfTlzG9_5YvIrxqQl,And an open border...and crippling inflation...and people still stranded in Afghanistan....and now a “new world order” and cov1d apparently evaporated 🤷🏼‍♀️ due to the talk of WW3.,1
UgyvTSJejN28G0rUuaV4AaABAg.9_5HvRfTlzG9_5avQp1Hko,@peacelovingblonde  in reality our biggest concern should be our deficit,0
Ugyhi-1arex-pLai0et4AaABAg.9ZfSXmr7fMz9ZfTCJZdYLS,Speak for yourself.,1
Ugyhi-1arex-pLai0et4AaABAg.9ZfSXmr7fMz9ZfTjwnSOvq,@August Rhodes look around buddy.,0
UgxjKp825rPiMGeSND94AaABAg.9_C0COeuopV9_CB_zLW4nu,"Yeah, its literally not that simple. Hence why theres so many Books on Gender-Studys. Enough to fill Librarys... ...Duh...",1
UgxjKp825rPiMGeSND94AaABAg.9_C0COeuopV9_CBbljaMIJ,Could it be you 'want it to be simple'? Could that be why you claim its simple? Could that be?,1
UgxrX3rPdgrbOJCe81J4AaABAg.9ZfXw5cQ0p-9ZfdpIZqgcu,Those are stupid questions. Yeah let’s be very selective so we get the response that we want 🤡,1
UgyMl-pzmKEdVe2L1zF4AaABAg.9ZfXvLZ915c9ZfgNBIRgqM,"@Ted Jones , sure.",0
UgzwB3R27ObVANL7-zt4AaABAg.9_DBJVW5Kp59_DckpmJs-n,How so?,0
Ugz2o4XLUz-2kjQCkSV4AaABAg.9ZgPc314dFH9ZoG2Npw46T,Yeah... That's Right!  I am waiting what she buys.... Look for Intel in Silicon Valley ;),0
Ugw8D5WhpdZLaWflxg94AaABAg.9ZiYcAzDrCD9ZibiExZV08,She's great at her job! You want a good liar in that position.,1
Ugy3Ev7PpBy6VRWkayZ4AaABAg.9ZwXAssl7wo9Zw_gsIH7wN,"@,Matthew Gates Exactly ,she is so ignorant ,she  shows her ignorance every time she opens her mouth  .This administration is the worse thing that ever happened to our country ,Just can't imagine three more years under this incompetent administration .Hope you are staying safe ?",1
Ugy3Ev7PpBy6VRWkayZ4AaABAg.9ZwXAssl7wo9_DVp25fOPo,@YVonne I totally agree.  After seeing what they have done in one year imagine what they could do with the next three. Scares me.,0
Ugy3Ev7PpBy6VRWkayZ4AaABAg.9ZwXAssl7wo9_DemS8BOJk,"@Matthew Gates Exactly , we need to come together and fight for our country before things gets worse .Hope we can talk and share more ideas sometime if you don't mind ?",0
UgzohOiy9tSb_OpBjSB4AaABAg.9_C0QN_Kvn99_DXAmdJPW4,"Lia thomas is legally a woman, so we have to accept her to also enjoy woman benifits, which includes women's sport. So dnt be mysoginistic against lia thomas. ""a woman can do whatever a man can do"" - Feminism.",0
UgzohOiy9tSb_OpBjSB4AaABAg.9_C0QN_Kvn99_D_ebTml4a,"@VortexLight wrong. I wasn't being ""Misogynistic"" but tried to give solution that maybe in the future, people don't upset if the same thing happened again"". Biological female and Legally female are different. You can't lie to DNA.",0
UgzohOiy9tSb_OpBjSB4AaABAg.9_C0QN_Kvn99_DgLvGcGQg,"@VortexLight you're the one being delusional for calling me a misogynist. Let me tell you ""A woman can do anything"" isn't not about feminism. It's being equal, receive the same amount of payment, can be a doctor, lawyer and etc that women can't do in the past and support women so they can achieve what men can achieve in their career that's feminism. What you said to me was the one that sounded like a "" toxic feminism"" and like a misogynist. I'm a woman myself and I think that she should compete in her own category because she's a trans compete against women in ""SPORT"". Sport is about stamina and etc, you want females compete against a biologically male?, their stamina is different.  So what you said about being ""delusional"" was wrong and about misogynist also missplaced. Women can't do anything they want and that's not the correct way to use feminism.",0
UgzohOiy9tSb_OpBjSB4AaABAg.9_C0QN_Kvn99_Ds03FYo-j,"@Sera firstly Sport is a job too, you think athletes dont get paid?Many jobs require strong physical strength like construction workers, miners, brick layers, engineers, military etc. Which most women cannot do effectively like a man, shud we now also say ""women are not allowed to do those jobs because its unfair?"". No, cuz the law is equal for both gender. NOW, if you agree and accept that trans people are actually the gender they claim they are and not their actual biological gender, and you want it also to be recognized by the government, and accept them as women, then you have to treat them like women legally too, which includes benifits like sports, no draft etc. You cant have the cake and eat it when they beat you at ur own sport. Either train harder, or accept that these are just delusion men who claim to women.",0
UgzohOiy9tSb_OpBjSB4AaABAg.9_C0QN_Kvn99_DuWWurPrj,"@VortexLight nah they should compete in their own category to be fair. Biologically male are different in bones, muscles and stamina. If you think that equality then you should watch another video about this. If the female athletes against this, then you should respect them to because they think it's not fair to compete against a biologically male. I didn't say anything about trans people can't do the same job or anything. I won't and can't listen to someone that wrongly used ""Feminism and misogynistic"" to support their opinion and attacks people on the internet that have no ill intention like me. Let alone counter attacks what I said and made me like the wrong one because you think that it's unfair for trans, then do you think it's fair to other female athletes? If they thought its fair, they wouldn't boycott it. Don't come again on my comment.",0
UgyskzVQHmVfOylYMV14AaABAg.9ZwRHZCcfDc9_2pC4HX3Zi,"I believe that an educated woman (with 2 university degrees - 2 more than I have) is fully capable of defining a woman.  You understand that by asking the question, the senator was laying a word-trap for the judge.  Not everyone walks into word-traps.  (Jesus elected not to walk into a similar word-trap, and nobody said that disqualified him from being Jesus.)",1
UgxynZE32qR9F5v_G5V4AaABAg.9_14WpgPcPf9_1HKj-6zeK,"Absolutely right, She is impossible to follow",0
Ugzz1jtHOW9wmZDEjfN4AaABAg.9Zx_9ez-Mtm9Zx_Lei_KKy,"The US consumes 20 million barrels of oil a day
The  US produces 10 million barrels of oil a day 
Therefore you must  import 10 million barrels of oil a day 
Proven US crude oil reserves - 35 billion barrels

At current rate including imports your reserves are gone in 10 years
If you stop importing and go oil independent your reserves are gone in less than 5 years.",0
Ugzr0jCwrRUo65IB1hB4AaABAg.9_QEE24o8Eo9_QXzwHw0BY,The pharmacy called. Your lithium prescription is ready for pickup.,1
Ugyxj7uPsFNg_9WHb4p4AaABAg.9_5qjMbu-6B9_5qn-KI3j-,Sorry I meant he,0
UgyYIErpdLbXJ8CUgpR4AaABAg.9ZgCZwaciMk9Zw9kQgTURF,"Hello, how are you doing? Hope you're having a wonderful day!",0
Ugzxy6-PPlbh8N6ezgF4AaABAg.9ZwSgzRRkDL9ZwTGKjzlaM,Oh Lord.  Thats silly talk.  You sound so bitter,1
Ugzxy6-PPlbh8N6ezgF4AaABAg.9ZwSgzRRkDL9ZwUYy7YX-1,"Really makes you question her judgement, but not her ridiculous activism.",1
UgwRdCtt-lJw6GOsXaN4AaABAg.9ZvnDnfkgRq9ZvnlEAAYqO,They need to have a better cheating scheme starting now!,1
UgzmQvLVbOKpxq_wxv14AaABAg.9_5DSqvlXEM9_5EYmyda5M,It's that important she yells.,1
Ugzn-jAtB8RfN-hVqkl4AaABAg.9Zh8zcb3JYg9ZwAXXKWiuC,"Hello, how are you doing? Hope you're having a wonderful day!!",0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_59CATUmis,Shame on America. Go away America.,1
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_5Bbf_U9wE,Lets go Stormy!!,0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_5IdQDvlI6,@Melody Sweet thanks dear so kind of you to pin gold stars on everyone you want to have exterminated. I feel better now.,0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_5PLgrPk3q,@Ronan Brodrick Yeah change the subject.,0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_607N68gx9,He's not at all decent,0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_62Wmc3cGS,"@John Teets OFFICIALLY ""Twice impeached..."", I may add!! Have fun reading All about it in OUR American History Books!!!  Lmfao - Rofl",0
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_6eTDQE466,"@Lynn Jacobs On FAKE evidence, does that matter to you? If not what does ?",1
UgxiQVZ-yQnBtj8QoeZ4AaABAg.9_56YrLiWh89_6fufzVnNA,"@Lynn Jacobs His SCOTUS pick doesn't know what a woman is, do you know what a man is?",1
Ugwj8ZNYxYPKJYlzVSV4AaABAg.9_0l3-ArDYG9_0m7tnC00N,History remembers but we forgetWho was it that called Putin's Ukrainian Invasion strategy genius?,0
UgwkcoRXBltqv5jdOaN4AaABAg.9ZN_gPc1bDj9ZSURdffu8R,It seems like many Korean ex-presidents either went to jail or committed suicide. Strange politics.,0
Ugz5zk-uIYJUN6DPqUh4AaABAg.9Zx_T_cFRJj9ZxbDO-xioU,"They do not have a clue. Simple math tells me to buy, build oil containers, Ship across the ocean, Transport to locations, etc raises CO2 more than producing our own fuel.",0
Ugz5zk-uIYJUN6DPqUh4AaABAg.9Zx_T_cFRJj9Zxf2nbboCc,Senator Kennedy is the man !!!  I love that guy and what he stands for. 🇺🇲🇺🇲🇺🇲,0
UgxtqWktRr3RHLzQM-J4AaABAg.9_517LsXNrC9_6zyPiqEBp,“Work until your heart literally stops beating so the rich and their children can play on their yachts all day” -America,0
Ugx10rqgV2-Zr8hyahl4AaABAg.9_5Qf1EpnS09_5Utq1VWj7,They’re not smart nor quick enough,1
Ugx10rqgV2-Zr8hyahl4AaABAg.9_5Qf1EpnS09_6BLkyGD8B,Talking points don't match the actions because they are always based on what hurts the Biden admin at that moment.,1
Ugx10rqgV2-Zr8hyahl4AaABAg.9_5Qf1EpnS09_B7KT_R0yR,I wonder if people think fox is a real chanel,1
UgwdBmngca7d57k01MR4AaABAg.9_7qvyO8E_U9_9caIM2URj,Freudian slip I think.,1
UgxGwbjH9x3UJaB_JkZ4AaABAg.9_4ye2mmxcc9_5DBqG9YsL,My thoughts exactly! He needs to be quiet!,1
Ugx6BoqQhghVJ3vxZtV4AaABAg.9ZxdE8NFSPH9Zxoc0ckIQK,"That giggling response just made me sick inside, not to mention angry.",1
Ugx6BoqQhghVJ3vxZtV4AaABAg.9ZxdE8NFSPH9ZyK48KW2GF,"Giggling hippie "" I have a Tesla"" IDK about you bruh!!!",1
UgzedKF1AE7iy4CVI5t4AaABAg.9_9hDda1Q399_AbRFThBTD,"@Sad Russian Ruble defended itself from what? There was no premise on invading Afghanistan and after almost 20 years and trillions of tax payer dollars spent and multiple civilian casualties and thousands displaced for what??..just in 1 day the country was again under Taliban rule!! BTW America is not only the USA...theres Canada, Central & South America #bruh",0
UgyLeNKcnaUH6P0qUl94AaABAg.9ZczHrGn-T-9ZczgBzTZHO,Question: What's the difference between Republicans and Ukrainians? Answer: Ukrainians defend their capitol.,1
UgyLeNKcnaUH6P0qUl94AaABAg.9ZczHrGn-T-9Zd3XFJeRj3,@Wayzor …I didn’t any democrats defending the Capitol. Why?,1
UgyLeNKcnaUH6P0qUl94AaABAg.9ZczHrGn-T-9Zd4jP0-vCk,"@TourCaddie Joined Aug 17, 2021  Obvious Russian Troll",1
UgyLeNKcnaUH6P0qUl94AaABAg.9ZczHrGn-T-9Zd6aR07H3l,@Wayzor that sounds like something a liberal would say. You always call everyone russian trolls when you have nothing to say or you call him a racist. Those are your go to insults.,1
UgyLeNKcnaUH6P0qUl94AaABAg.9ZczHrGn-T-9ZdDhdijpMI,TikTok in China and Fox News in Russia...no difference.,1
UgzEQUme75iOdN4cTc54AaABAg.9ZFFSsCntSX9ZFFipZKv6w,And you believe the Russians?,0
UgzEQUme75iOdN4cTc54AaABAg.9ZFFSsCntSX9ZFGUHDf1Sx,@Scott P about as much as I believe the US Government.,0
UgzEQUme75iOdN4cTc54AaABAg.9ZFFSsCntSX9ZFHVH8xJhT,@Scott P I’m sorry you’re not a serious person.,0
UgzEQUme75iOdN4cTc54AaABAg.9ZFFSsCntSX9ZFIr8ZxbPb,@belonging to our Lord I'm completely serious. Russia will lose.,0
Ugxc4mx9keH8QR_Hoit4AaABAg.9ZYasRNqnVb9ZYhytcPwvM,"He doesn't ""beg for cease fire"". He denies any attempts on peace treaty. Currently Russian demands are quite moderate, considering their real situation.",1
Ugxc4mx9keH8QR_Hoit4AaABAg.9ZYasRNqnVb9ZYqNhKGSeq,who's begging?,0
Ugxc4mx9keH8QR_Hoit4AaABAg.9ZYasRNqnVb9ZZ11ppG3xz,"@“Alaska” Russia doesn't use most of its heavy weaponry (120-mm mortars, for example) and spends time giving humanitarian aid.",1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx47vBGGnQ,"@Teresa Phillips India was never a communist country. It had some roots of socialism that developed in the pre-independence era, but it never officially adopted the Marxist-Leninist communist ideology.",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx5_Pl-VPG,@A2RR yes it was,1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx6gLsAPvZ,"@A2RR NOTE: From mid-50 to very end of XX century it was parliament party(actually, both of them), in some election cycles coming second after INC.",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx7UB1qxyn,"@Teresa Phillips just because a communist party exists within the country even today, that doesn’t make it is communist as long as it doesn’t become the national dominant party by winning the majority vote and parliament seats, which it never did. India is a mixed economy country with a mix of capitalism and socialism within it. Domestically though, some small states in India like Kerala are rulled by the Communist Party of India (Marxist).",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx7n7kSz-u,"the civilised world is watching india and the respect has been chucked out of the window, abstaining to condem russia but goes on to condem western nations in thier news for not taking ukranian refugees, india isnt alloud a say on anything if this is the initial position you take, to me that feels more like siding with russia than being empathetic to a so called old ally, ive lost respect for the nation of india",1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxCx7n8vLA,"@John Mcafee ohh so now caring about India's own citizens has decreased the respect for India in USA 🙄..I don't think most of the USA citizens want America as a world leader (because of middle east , Vietnam etc) they just want that America should care about it's own citizens ..but current USA government is trying to shift the focus  of USA to lead the World but that Focus will be denied by US citizens in the next election ...",1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxDJ7Phs9F,"@Prabhav Panday My comment stands, his words and actions prove them true.",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxEMJTQ0sV,"@A2RR  did the right thing, people were clean, bright, kind",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxI-9K5lNq,"You know why you see this clips today?Because Chinese foreign minister is going to talk with MODI in India TODAY. The 2 are getting closer, which scares the USLOL, cheap propaganda on west media everywhere 🤣",1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxKAQW8tJ9,"@Dord Dord scared no, concerned yes. We favor governments that give the people a say. China beheads dissenters India should strive to be better",0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxLoiHNL0C,There are dangerous levels of anglocentric ignorance present in this thread,0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxVZUHuaU7,@John Mcafee See this is all subjective. There was nothing civilised in the US arming Pakistan to carry out the Bangladeshi genocide which resulted in the 1971 Bangladesh  Liberation War that involved India. India received support from the USSR and Pakistan continued to receive support from the US. Fast forward to the 21st century and you still have the US supporting Pakistan despite the fact that they hid Bin Laden and carried out terror attacks in India (e.g. 2008 Mumbai terror attacks). You can't blame the Indians for wanting to remain neutral and not say anything that would jeopardise their relationship with Russia. India and the US have never been allies. India is nothing but a mere tool for the US to use in order to contain China within Asia. This is what the US-supporting Indians and the India-supporting Americans need to understand. It's all self interest.,0
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389ZxVwvPRm3h,Can’t wait India Russia China and Saudi finally ditch dollar from their businesses. Would be enjoyable to watch west fall,1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx_6ibWx7U,@Teresa Phillips  keyboard warrior just missed facts,1
Ugxv4rwGCoyH-RkEatR4AaABAg.9Zx1CYAnf389Zx_AylzfuI,@John Mcafee civilised world ? Who's civilised?,1
