replyID,relpy_text,hatespeech_or_not
UgynN5AGsQXdSpNeaKx4AaABAg.9ZygKhcgVYK9ZyoTmS_pBk,@생각하는 고양이 thinking cat 뭉가가 임명한 대법원 판사들이 증거도 없이 정경심 유죄판결 했다고?ㅋㅋ말이여 방구여,1
UgynN5AGsQXdSpNeaKx4AaABAg.9ZygKhcgVYK9ZyodrH-X_R,@생각하는 고양이 thinking cat 그럼 대법원장 탄핵 가야겠네,0
UgyhVg3F_1wHEyA4kgZ4AaABAg.9Zxx3Q_cJ-89_-5KQyU-je,검찰이 잘해요지금? 기가차네 에라이,1
UgyhVg3F_1wHEyA4kgZ4AaABAg.9Zxx3Q_cJ-89_-7pFFvRqY,검찰에게 정의를 바라다니<br>그들은 자신들의 권력을 위해 존재합니다,1
UgwZDAgSmq7VV1o-tIB4AaABAg.9ZxwXSyofbj9_-YZb_tXhh,아직도  교도소  안갔나  준비  하고  대기  하라  법 을  무시하냐  죄값은   받아야 지  딸도  갇이  데리고  국민  이  우습게  보이나  지켜보고  있다,1
UgztuYkYxUnLpmQQNsd4AaABAg.9ZxrwWPbsxs9ZxuwHXxr85,이분고향이호남분<br>입니다<br>화이팅입니다 👏 👏 👏,0
UgxTuRexuv2b6PNGxpZ4AaABAg.9ZxrALZUFPU9_9ww8wKner,죄가 없으니 안들어가지 19년부터 3년간 탈탈 털어서 나온 게 딸래미 동양대 표창장 말곤 없다 그냥 검찰이 밥그릇 싸움한 거야 언론으로 범죄로 수사중 이렇게 해놓고 결국 아무것도 안나왔다. 대체 뭔 죄를 졌다는 거임?,0
Ugwlx2JEzep1TJ0ql554AaABAg.9ZxquREFs2Y9Zyh8xwi_Xm,에효!끝까지 내로남불 국짐당!!!<br>이렇게까지 국민을 기만하다니...!!,1
Ugxuc-TDIngpTYljH8x4AaABAg.9Zxp4ozU3q89ZxujjRGa1H,녜맞읍니다 <br>꼭부활해야합니다👏👏,0
UgwS7WsqaYnOUt154a14AaABAg.9ZxodUxjzuR9_9tX5-3jvv,그래서 수사해서 뭐나왔는데 이거저거 엮어서 수사한다고 언론에 저지르고 논란만 만들고 결국 아무것도 안나왔잖아 겨우 캐다캐다 안나온 게 딸래미 동양대 표창장 말고 뭐있냐 동양대 표창장은 어따쓰냐ㅋㅋ,1
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89Zxp0a2_zoA,잘못됐다고 생각하시죠?<br>근데 윤석열의 졸개인 손준성이는 그걸 아주 잘 이용했답니다...어떻게 생각하십니까? <br>비공개도 아니고 공개도 아닌...자의적 판단으로 공개여부 결정하겠다는건데 더 발전된건가요?,1
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89ZxqSBwfBdD,"@현용  애시당초 만들어 놓지 않았으면 이용할 이유도 없지,,, 뭔 말 같지도 않은 소리를 하노",1
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89Zy9A_FDZiE,사실도 아닌걸 언론에 흘려서 여론몰이  마녀사냥 하면 안된다는거 같은데요.. 그런뜻 아닌가요??   당해보면 아시려나??,0
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89Zz6qIUpPZq,"@생각하는 고양이 thinking cat  고양이가 생각을 못하나 보네요 ㅎㅎㅎ 대법원에서 8대 허위 스팩 모두 유죄 받아서 4년인가 형 받아서 복역중인데 증거도 없는 표창장이란 소리나 하고 ,,, 참 덜 떨어진건지 아니면 한쪽 눈과 귀는 감고 닫고 사는건지,,,,에라이,,,",1
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89Zz6uDY95A0,@미남이 정확한 말씀 이시네요..동감입니다,0
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89_-7hDtmrRb,모르는것 같은데요,0
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89_-OfAmlU_y,@현용 님들 선생들 중에 도올? 이라고 아주 유명한 선생이 있어요 오늘 머라고 했는지 보곧 오세요 ㅎㅎ,0
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89_0R-mEmwIz,왜 국민 알권리를 막아요<br>다시 다 공개하세요<br>말이 안됩니딘,0
Ugz5Zx_W1wYi-Rbcijd4AaABAg.9ZxniV995V89_1fNTgfk6J,확실한건 니가 검사가 아니라면 널 위한건 아니야,0
UgwB06qRC3zEJ4RbLeB4AaABAg.9ZxnPGVFzg29ZxtgQfWWxJ,녜맞읍니다 <br>절대로국회완장차고<br>장관직하면안돼요<br>이중급여받는거아닌가요<br>그국회완장값ᆢ???<br>박씨는정치인이죠ᆢ!!!,0
UgyJbVult2K2dZ7X3B54AaABAg.9ZxmbkAmYqj9Zxv2u6jkl_,녜윤당선인이그럴거라<br>하셨읍니다<br>잘됄겁니다,0
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9ZxnRNNCJga,도리도리는  어쩌구  더신물나,1
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9Zxnr_rGBCu,안하무인 불통 윤도리 이름만 들으면 화나고 신물이난다,1
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9ZxoUrkrTc8,아직취임전인데 참 나라를<br>시끄럽게하게 국민대다수를<br>정신적 스트레스를받게하는 도리도리<br>너무 지겹네요,1
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9Zxs4pf2k_p,임아그강을건너지마오<br>리얼ᆢㅋㅋㅋㅋ,1
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9_-8ouvsVZj,@정해숙 나는 니가 신물난다 ㅋㅋㅋ,1
UgzokIecNl_BKgkvuHR4AaABAg.9ZxmH5DQX_K9_-92KFmLpY,어리버리 푼수 추미애도 있어요. ㅋㅋ,1
Ugy6Y8J-nPjtSEor5a54AaABAg.9Zxm1V5N0Vn9_-AkCKxE84,@kde625 kdc625 빨갱이는 아저씨가  빨갱이 같아요<br>아저씨맘에 안들면 빨갱이임?<br>상식을 기준에두고 판단하고 얘기하시길...언론의  무자비한  파렴치한 작태를  믿으시나요?,1
Ugy6Y8J-nPjtSEor5a54AaABAg.9Zxm1V5N0Vn9_0AiyAVlwY,@푸르른솔아!  죄를 저지른 당사자가 장관 자리에 앉아서 없는법을 만들어서 자신들의 죄를 덮어버릴려고 한것은 자유 대한민국이 생긴이래로 듣지도 보지도 못한 북한 김정은 체제에서나 있을법한  전대미문의 사건이니까 그런 표현을 쓰신거지<br>잘못된 표현은 아니니까 너도 잘 알지도 못하면서 이런 댓글은 달지마라<br>세상이치를 모르면 공부를 좀 하던지~ㅉ ㅉ,1
Ugy6Y8J-nPjtSEor5a54AaABAg.9Zxm1V5N0Vn9_IQnXAJMoC,그런니까 미친 처신 <br>국민에게 공개해라 가<br>정답입니다,1
Ugy6Y8J-nPjtSEor5a54AaABAg.9Zxm1V5N0Vn9_ITba0ycDq,@최쿠키 조국일가가 무슨죄를 지었는지 온 국민이 다알고 있는뎌 당신은 어디서 오셨나요?<br>북에서?  아님 중국에서?<br>내로남불 진짜 징~합니다,1
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9ZxnD6Zl4Uy,누가  범죄인줄  뉴스도 안보시나요  당선되도,0
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9Zxny43Ia_k,내가 이재명이다<br>이재명님 응원합니다,0
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9Zxp-qYW8bp,@이마야 고문 열심히 응원하세요 전 대통령 을 응원합니다,0
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9Zxp1Xkv4oR,@정해숙 이재명 말하시나요,0
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9ZxsIJHWvKM,난윤석열대통령님을<br>적극응원한다ㅡ🇰🇷🇰🇷🇰🇷,0
UgzLYD9nYYsGpNVmiVF4AaABAg.9ZxlY6QCHKc9_-9Cqk2OrT,@정해숙 봤어요 <br>초밥 도둑 이죄명이 범죄자네요.ㅠㅠ,1
UgzF-hq8cy9O5obpj8N4AaABAg.9ZxlBvwBcU29ZxmtvlPRio,장관은 개뿔 장님?너부터 깨어나라 ㅎ,1
UgzF-hq8cy9O5obpj8N4AaABAg.9ZxlBvwBcU29Zxnz5MSDKf,아직도골빈인간들이득실거리네<br>조국이그리위대한사람인가<br>정의가바로서는나라<br>국민이원한다,1
UgzF-hq8cy9O5obpj8N4AaABAg.9ZxlBvwBcU29ZxsXDD4oIz,그강이이리도<br>건너기어렵소<br>뭔데ᆢ그냥인간조국인데,1
UgzF-hq8cy9O5obpj8N4AaABAg.9ZxlBvwBcU29ZybC2lqHde,소경이 어찌 소경을 인도 할 수 있단 말인가?<br>당신도 소경인가보구려~~남들은은 다 보이는데 못보는것을 보면.  인정할땐 인정을 해야지 신사다운 나라만들어가고있는데 그래서야쓰나 안그러우~~,1
UgzF-hq8cy9O5obpj8N4AaABAg.9ZxlBvwBcU29_-9HPNqb0B,ㅋㅋㅋ코메디 ㅋㅋㅋ,0
UgwDEMADE-fvo4fLNmB4AaABAg.9ZzL_2M_LTo9_--VC29xON,적폐청산꼭돌려줘라받은데로갑아라,1
UgwDEMADE-fvo4fLNmB4AaABAg.9ZzL_2M_LTo9_DN9onM_SA,명예가어딨노 ㅜ,1
UgyJtyGyftD7yA9F4wF4AaABAg.9ZyvHZK0_Ug9Zzo1xSvDym,ㅋㅋㅋㅋㅋ 아무죄가없다는 소리는 하지말자 ㅋ,0
UgzROd-OMcexDIuo7XV4AaABAg.9ZyrGhCZH0f9_11YyZoCj7,잘못했으면벌받아야지<br>대통령이면 두배로,1
UgzROd-OMcexDIuo7XV4AaABAg.9ZyrGhCZH0f9_1yb1XD_g2,맞아요 <br>똑같이,0
UgzROd-OMcexDIuo7XV4AaABAg.9ZyrGhCZH0f9_AplrdThsN,"북원추,평화똥꼬쇼,LH 등등",1
Ugx1pb2ndeo1cZR9FmJ4AaABAg.9ZynqtxMnPY9_10WJlwuuq,판결문에지은죄다나와,0
Ugx1pb2ndeo1cZR9FmJ4AaABAg.9ZynqtxMnPY9_1Gc45JYzS,악랄한 좌파정권,1
Ugx1pb2ndeo1cZR9FmJ4AaABAg.9ZynqtxMnPY9_1X0hZRU2f,@측은초라령 어떤... 죄를  지었는지... 조목조목 찝어서  말해보시지~,1
Ugx1pb2ndeo1cZR9FmJ4AaABAg.9ZynqtxMnPY9_DN4h_t-2P,죄가있는디 없다하네<br>눈막고꙼̈ 귀막고꙼̈ 사시요~,1
Ugx1pb2ndeo1cZR9FmJ4AaABAg.9ZynqtxMnPY9_DPS_fsPNa,"@좌좌 그러니까,  어떤  대단한  죄를  지었는지... 그쪽이  명확하게  하나하나   밝혀보시라니까,,,",1
UgzZJLkxg1a7aFzzrXV4AaABAg.9ZynF_0KXIR9Zz9JJxLiP7,正答,0
UgwdClORXq4nO9pzPyl4AaABAg.9ZyDIRicBOC9ZymWJ2N7GD,"그점을 눈여겨 보는 중입니다!어찌 처리 하는지! <br>정말 제대로된 법이라면, 모든걸 회복하고 예우를 해드리는게 맞지만~~",0
Ugw5n4qSEsZtrxFNh7t4AaABAg.9Zy495fStqe9Zy95daw5p7,@보라빛향기 대법원 판결을 뒤집을 수있는 무죄 증거는??설마 없으면서?? 이유없는 맹목적 찬양을 하는 사람을 광신도 라 칭하지 보통,1
Ugy_sKSnuq2kTMM8xwt4AaABAg.9Zy3U9eSfCW9Zy3mjY1BCc,경호와 생활유지비는 지원해줘야 한다고 봅니다 뇌물 10원도 받은게 없는데  추징금을 되돌려주는 방안은 없을까,0
UgyI6_kcUYUsjDNVToh4AaABAg.9Zy1eMuWFOA9_0tvbVpJti,죄도 안지었는데 감옥에 계신거죠,0
UgyI6_kcUYUsjDNVToh4AaABAg.9Zy1eMuWFOA9_10S21Ou3x,죄를안지었으면빵에왜갔어?,1
UgyI6_kcUYUsjDNVToh4AaABAg.9Zy1eMuWFOA9_18irvJgDT,@측은초라령 너 어째 중국 냄새 난다,1
UgyI6_kcUYUsjDNVToh4AaABAg.9Zy1eMuWFOA9_1YmQFcma3,"@측은초라령 너,  차라리  북한에 가  사는 건  어때???",1
UgzLm7yf6wpKGwG5ZJF4AaABAg.9Zy0ia7p-C79ZyWM79Dmxe,우리나라 국민들 수준좀 올립시다.  이제는  대통령  탄핵하는일은  없는 시대로   잘 살아봅시다.  직접학인도안하고 자꾸헐뜯고   그런일 하지맙시다   서로  위해주는  세상을  살아갑시다&#39;.,0
UgxwYjrXEB9Mmqj7NqV4AaABAg.9Zxzmb-6gwC9ZxzvpLVZ5e,제 말이요. 인터넷에서 백날 방에 가두라고 하면 뭐하나 정작 이런식으로 풀어줄탠데,0
UgySteQmyZe-k3uYs5N4AaABAg.9ZxtxpE-dbC9Zy5G8soU6_,너나 잊지마라 마녀사냥  탄핵무효,0
UgyunIZP6Wh3xjhA_z54AaABAg.9ZxtOIdiIyo9ZyIxO8-0lT,천박한 인간이군,1
UgzquJkMC-MbHGPfUzF4AaABAg.9ZxrwhGXc6C9Zxw1xKDMF8,윤석열이 한테 물어보세요 박근혜 대통령이 죄가 있나 없나ㅋㅋㅋ,1
UgzquJkMC-MbHGPfUzF4AaABAg.9ZxrwhGXc6C9Zz7wnyzfcx,엮엇다고  나왓자나요  통화내역에 박근혜는 엮어야된다고,0
UgyAKDmAyu8yLuKQ6tx4AaABAg.9ZxrB2SA1DC9ZxwRDiOMFF,멍멍,1
UgyIF59RbTCXCOZUvd14AaABAg.9ZxqX2F-h689Zy5cr698NY,너가 더웃긴다 ㅋㅋㅋ,1
UgyTrMlctzmgqFmlnE14AaABAg.9ZxqFg4TLsd9Zy5M7pKYUh,너 미쳤지? ㅋㅋㅋ,1
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9ZyM1thdWFW,"회복시켜야 합니다 ,거짓으로  탄액  시킨 박 대통령님은  다 회복해야 합니다 ,나라을 위해 열심히 일하신 분입니다 ,<br>억을합니다 ,거짓말한 기자  동의 한사람  모두 처벌 해야 합니다 ,여자라고,힘없다고   그 자들이 만들어낸 함정에 <br>빠진것입니다 ,여자 라면 모두  박대통령님  응원 해야한다고  생각 합니다 ,여자 파워가  약한 것입니다 .",0
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9ZytJe1lF0D,@yong favian 회복 시켜야지,0
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9Zz6D7zi4in,우리만  이성적 쩌 짝은  행동 대원들 인데  고구마 백개,0
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9ZzrC5viZBK,@yong favian 아직도 최순실인가요.........,0
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9_11C_OX4dP,병자들천지네,1
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9_21opwU7rM,@yong favian 박근혜30년이면 문 소댁바리<br>는  300년이다,1
UgyGB--lk4UCuZeBDyJ4AaABAg.9ZxqETziQI-9_243pmxpZ0,@Julia Kim 약먹었나..? 저사람은 죄인이야,1
UgyAuFzdY8SimRiJkX54AaABAg.9Zxq5L2TEAh9ZylsJ2Y8iR,맞습니다,0
Ugzsucj-hKxbv-JO9Wh4AaABAg.9ZxphLZLP2k9ZxukBBGpTW,죄 드럽게 많은데,1
Ugzsucj-hKxbv-JO9Wh4AaABAg.9ZxphLZLP2k9_1YX5CMwqn,@KIM haha 더럽게 많은 죄를... 그쪽이...  이  자리에서 하나하나  밝혀보시지...,1
Ugyh-8Ff9ohm-ji3XwB4AaABAg.9ZxpVuMXSgq9Zy1UAMvE96,언론도 살아남으려고<br>용쓰네 하던대로 하다가<br>감방동기로 다들만나라<br>감옥이 모자라서 청와대<br>한켠에 건축해야 되겠네<br>그래야 오가며 구경하지,0
Ugyu4SildWdF9G4NNVt4AaABAg.9ZxnU1yZSVI9ZyBf78knk9,혹시 왜 죄가 없으신지 설명해주실 수 있나요?,0
Ugyu4SildWdF9G4NNVt4AaABAg.9ZxnU1yZSVI9ZyEaXTTgXK,​@JK King 감방 들어가서 복역하다가 사면 받았으니까 현재 죄가 없겠죠?,0
Ugyu4SildWdF9G4NNVt4AaABAg.9ZxnU1yZSVI9ZyIr5Jn924,"@Youngsoo Lee <br>그럼 조두순 , 이춘재도 복역하고 나왔으니 죄가 없다는 야그? 뭔 소리래?",1
Ugyu4SildWdF9G4NNVt4AaABAg.9ZxnU1yZSVI9ZznrcdMuF7,@Youngsoo Lee 이건아니지 영수야 이렇게댓글달면 욕먹는다ㅋ,1
Ugyu4SildWdF9G4NNVt4AaABAg.9ZxnU1yZSVI9_1Y-7XobMN,"@JK King 무슨... 죄가  있는지... 그쪽이  자세히, 구체적으로  ~조목조목 찝어주신다면...수긍하고  인정  해  드리죠~",1
UgzcB2hKXpt1Q91k4e14AaABAg.9ZxnKhp6Cri9Zxs65JWQQ5,전직대통령. 예우 해야죠<br>국가 위상이 있는데,0
UgzcB2hKXpt1Q91k4e14AaABAg.9ZxnKhp6Cri9ZxzU6mZ-KG,안됨  누구맘대로  결제해줄수없음,0
UgzcB2hKXpt1Q91k4e14AaABAg.9ZxnKhp6Cri9Zy0TJOuLLd,어쨌든 탄핵대통령인지라 법이 바뀌지 않는 이상 힘들죠,0
UgzcB2hKXpt1Q91k4e14AaABAg.9ZxnKhp6Cri9_1Z82RVQhB,@선풀기 그쪽이~ 뭔데...,1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9ZynTTORvTw,돈 많아요… 박정희가 독재하면서 물려준 돈이 얼마인데 진짜 십원한장 안물려 줬다면 박근혜는 박정희 죽고나서 일 시작했겠죠 박근혜가 일한 적 있습니까?,1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9ZynrMVqdZo,@2상화 <br>팩트를 말하길~~<br>쓸데 없는 좌파적 프레임은 ....,1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9_10cn1PmFn,그네를추하게만드는게니들이야,1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9_1XTb20Agx,"@측은초라령 너  인간은, 아주  우아하고  품격이 있는  인간이고..??",1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9_2Olr1NR4D,@밥사랑 안민석 같은 인간이네!,1
UgxpbcsLVHuD_J6HkXN4AaABAg.9ZxnIUzrNW_9_2fO9vy6hz,한심한 인간아! 박근혜 대통령이 무슨 잘못이 있다고 그러는지 모르겠다.,1
UgwVSsfCPFsWZd5N3ER4AaABAg.9Zxmxzj4rxR9Zxt6fbYJAV,계획된 음모에 국민도 속고 같은당 국회의원도<br>속았다고 봅니디ㆍ,0
UgwVSsfCPFsWZd5N3ER4AaABAg.9Zxmxzj4rxR9ZxtzonnvMQ,저들에게 감쪽같이 속은것이지요...ㅠ,0
UgwVSsfCPFsWZd5N3ER4AaABAg.9Zxmxzj4rxR9Zyz-OpgjGK,속은것도 한계가있지 다들 나서지않았다는것밖에 이제와서 고개내밀고 아는척,1
UgwVSsfCPFsWZd5N3ER4AaABAg.9Zxmxzj4rxR9ZzrPkSBYOE,탄핵반대 시위 보시면 알텐데요. 언론 통제로 일반국민들이 몰랐을 뿐이죠. 선동하는 언론들이 문제죠..,0
Ugy_F9c6ShS1LfnnmXp4AaABAg.9Zxme7GG7oX9ZxwKwPYbwK,맞습니다   너무 억울하고 분합니다  꼭 정당한 예우를 받으시기를 바랍니다. 꼭 그리되야 합니다. 박근혜 대통령님 사랑합니다!!,0
Ugy_F9c6ShS1LfnnmXp4AaABAg.9Zxme7GG7oX9_DNFKVzrLn,누가 부정탄핵이래?,0
UgzaRzcmAFYZQXLt_ft4AaABAg.9ZxmdqOV9IT9ZyUJUPgiOd,공감,0
UgzaRzcmAFYZQXLt_ft4AaABAg.9ZxmdqOV9IT9ZyzPn1cmLu,박사모.태극기부대의 바램이겠지.전국민의 몇프로나 될까?ㅎ,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZxnOcvoqVt,머리에 구멍 뚤림?,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZxqHOTagPa,"반드시.명예회복하시여서모든혜택이.원상.복귀되여야함니다.억울하게.죄를쒸어서.옥살이.식힌.자들도반드시.처벌를.갑절로.받게하여야.함니다,",0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9Zxs8LVinzY,억울하기는왜억울하냐 한나라의대통령이 최순실이아바타놀이한게 잘한건가,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZxsAIAiO_D,뭉씨탄핵만 답임ㅡㅡ감옥 가즈아,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZxugpqEL6c,@이영화 억울하기는 잘된건데 속이 다 시원하더라,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9Zy26euFlMV,@sogno 뭐가 억울해요? 죄가 없다니? 죄가 많은데 무기징역감인데,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZynEjVryjN,빼준거 고마운거 모르고 무죄주장하고 있네 ㅋㅋㅋㅋㅋㅋㅋ,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZytYN_GPcw,@2상화 없는거 뒤집어씌고<br>빠준다니? 이해안감<br>그럼 지금 그 사람은? 어찌 생각하는지요?,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyvnLVki8y,@KIM haha 헌법에서 명시한 대통령탄핵사유가 뭔데?,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyvtT6Eriu,@Won Kil Hwang 아바타? 근거는? 문다혜는 지금 어딧노? 정수기는 왜 옷값공개안하노?,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyxfZeqAqX,@이영석 근거는 윤도리한테물어봐야지 바끄네왜탄핵당햇는지 멍청하고무능하니까탄핵당한거아니겠슴니까 이렇게대답할껄 ㅎ,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyyJ4SBUp5,@2상화 <br>뉴스도 안보니?<br>죄없다고 뉴스에도나왔잖아<br>윤성 옐이 없는죄 민들어서 감옥보냈다고 보인입으로 말한거 못들어봤니?,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyyxoeY9te,범죄자도 회복이 되나??,1
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZyzQpL854i,여기 댓글을 보니 보수라고 다 박근혜를 좋아하진 않네.,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9Zz7IKrr1sy,@쟈스민 그건 뉴스가 아닙니다 뉴스에서는 그런거 안나왔습니다,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9ZznzVcoejN,죄가없지는 않지..,0
Ugzipux6iy6BUX-h6tR4AaABAg.9ZxmZIHBHyM9_11Bg6MArh,@Won Kil Hwang <br>과거촛불들고정권을<br>찬탈한사람들잘보라<br>5년지난후에보니<br>그래도촛불잘들었다고<br>생각하는가~~~<br>나라에피해만끼친자를<br>잊혀지고싶다고<br>국민들에원수같은자를<br>어떻게잊나-내로남불,0
